[1/100] - ptime: 28.87 loss_d: 1.358, loss_g: 0.812
Word: agnew     	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: æɡnju
Word: discussed 	Gen. IPA: ovŋeʃðəŋŋ 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA: ovŋeʃðpɛŋ 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA: ovŋeʃðɛðk 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: ovŋeʃðoʊɛ 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA: ovŋeʃðipo 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: ovŋeʃðʒŋk 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: ovŋeʃðʃək 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: ovŋeʃðɛpk 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA: ovŋeʃðpʒk 	Real IPA: fɹiks
Word: functions 	Gen. IPA: ovŋeʃðʒɛə 	Real IPA: fəŋkʃənz
Word: gehret    	Gen. IPA: ovŋeʃðɝpk 	Real IPA: ɡɛɹɪt
Word: gilberg   	Gen. IPA: ovŋeʃðəʊk 	Real IPA: ɡɪɫbɝɡ
Word: gosnell   	Gen. IPA: ovŋeʃðəɛɛ 	Real IPA: ɡɑsnəɫ
Word: greever   	Gen. IPA: ovŋeʃðpik 	Real IPA: ɡɹivɝ
Word: handlers  	Gen. IPA: ovŋeʃðʒaɝ 	Real IPA: hændəɫɝz
Word: homonym   	Gen. IPA: ovŋeʃðɹðk 	Real IPA: hɔmənɪm
Word: howry     	Gen. IPA: ovŋeʃðokk 	Real IPA: haʊɹi
Word: impassion 	Gen. IPA: ovŋeʃəðʒŋ 	Real IPA: ɪmpæʃən
Word: insilco   	Gen. IPA: ovŋeʃðoək 	Real IPA: ɪnsɪɫkoʊ
Word: jeanniot  	Gen. IPA: ovŋeʃðooə 	Real IPA: dʒiniət
Word: jugglers  	Gen. IPA: ovŋeʃðʒəɝ 	Real IPA: dʒəɡəɫɝz
Word: kerman    	Gen. IPA: ovŋeʃðɝðk 	Real IPA: kɝmən
Word: kipling   	Gen. IPA: ovŋeʃðəɛk 	Real IPA: kɪpɫɪŋ
Word: kral      	Gen. IPA: ovŋeʃðpkk 	Real IPA: kɹæɫ
Word: kyodo     	Gen. IPA: ovŋeʃðekk 	Real IPA: kjoʊdoʊ
Word: laury     	Gen. IPA: ovŋeʃðɛkk 	Real IPA: ɫɔɹi
Word: lein      	Gen. IPA: ovŋeʃðɝkk 	Real IPA: ɫin
Word: loong     	Gen. IPA: ovŋeʃookk 	Real IPA: ɫʊŋ
Word: mangling  	Gen. IPA: ovŋeʃʃʒoɛ 	Real IPA: mæŋɡɫɪŋ
Word: maxy      	Gen. IPA: ovŋeʃʃʒkk 	Real IPA: mæksi
Word: mcglothin 	Gen. IPA: ovŋeʃʃðɛð 	Real IPA: məɡɫɑθən
Word: merten    	Gen. IPA: ovŋeʃʃɝðk 	Real IPA: mɝtən
Word: mild      	Gen. IPA: ovŋeʃʃəkk 	Real IPA: maɪɫd
Word: montanans 	Gen. IPA: ovŋeʃʃʃðʃ 	Real IPA: mɑntænənz
Word: mourner   	Gen. IPA: ovŋeʃʃopk 	Real IPA: mɔɹnɝ
Word: naylor    	Gen. IPA: ovŋeʃðʒɛk 	Real IPA: neɪɫɝ
Word: nexis     	Gen. IPA: ovŋeʃðɝkk 	Real IPA: nɛksɪs
Word: ocanas    	Gen. IPA: ovŋeʃðɛok 	Real IPA: oʊkænəz
Word: okinawa   	Gen. IPA: ovŋeʃðvok 	Real IPA: oʊkɪnɑwə
Word: overkill  	Gen. IPA: ovŋeʃðipə 	Real IPA: oʊvɝkɪɫ
Word: panties   	Gen. IPA: ovŋeʃðʒðk 	Real IPA: pæntiz
Word: pennings  	Gen. IPA: ovŋeʃðɝʃo 	Real IPA: pɛnɪŋz
Word: pettinger 	Gen. IPA: ovŋeʃðɝðo 	Real IPA: pɛtɪŋɝ
Word: plock     	Gen. IPA: ovŋeʃðθkk 	Real IPA: pɫɑk
Word: pontiff   	Gen. IPA: ovŋeʃðθɑɑ 	Real IPA: pɑntɪf
Word: prody     	Gen. IPA: ovŋeʃðpkk 	Real IPA: poʊdi
Word: pythons   	Gen. IPA: ovŋeʃðeɹk 	Real IPA: paɪθɑnz
Word: ravinous  	Gen. IPA: ovŋeʃðʒəo 	Real IPA: ɹeɪvɪnɪs
Word: redfern   	Gen. IPA: ovŋeʃðɝɑk 	Real IPA: ɹɛdfɝn
Word: resisted  	Gen. IPA: ovŋeʃðɝəð 	Real IPA: ɹɪzɪstɪd
Word: richart   	Gen. IPA: ovŋeʃðəɹk 	Real IPA: ɹɪkhɑɹt
Word: rosenbalm 	Gen. IPA: ovŋeʃðoɝʊ 	Real IPA: ɹoʊzənbɑm
Word: ruman     	Gen. IPA: ovŋeʃðpkk 	Real IPA: ɹumən
Word: satires   	Gen. IPA: ovŋeʃðʒək 	Real IPA: sætaɪɝz
Word: schlepp   	Gen. IPA: ovŋeʃðŋθθ 	Real IPA: ʃɫɛp
Word: seide     	Gen. IPA: ovŋeʃðɝkk 	Real IPA: saɪd
Word: sevey     	Gen. IPA: ovŋeʃðŋkk 	Real IPA: sɪveɪ
Word: sicilian  	Gen. IPA: ovŋeʃðŋʃə 	Real IPA: sɪsɪɫiən
Word: sison     	Gen. IPA: ovŋeʃðəkk 	Real IPA: sɪsən
Word: sokol     	Gen. IPA: ovŋeʃðŋkk 	Real IPA: soʊkəɫ
Word: spaugh    	Gen. IPA: ovŋeʃðθʒk 	Real IPA: spɔ
Word: staunton  	Gen. IPA: ovŋeʃŋðʒð 	Real IPA: stɔntən
Word: stocum    	Gen. IPA: ovŋeʃŋðɛk 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: ovŋeʃðʒɛk 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: ovŋeðʃɝɛk 	Real IPA: tɛsəɫɝ
Word: thriller  	Gen. IPA: ovŋeðʃɹəɛ 	Real IPA: θɹɪɫɝ
Word: tracor    	Gen. IPA: ovŋeðʃpɛk 	Real IPA: tɹɛkɝ
Word: tropworld 	Gen. IPA: ovŋeðʃpθo 	Real IPA: tɹɑpwɝɫd
Word: unhinged  	Gen. IPA: ovŋeʃðoɹə 	Real IPA: ənhɪndʒd
Word: utters    	Gen. IPA: ovŋeʃððɝk 	Real IPA: ətɝz
Word: views     	Gen. IPA: ovŋeʃðəkk 	Real IPA: vjuz
Word: voshell   	Gen. IPA: ovŋeʃðoɛɛ 	Real IPA: vɑʃəɫ
Word: weisfeld  	Gen. IPA: ovŋeʃðɝŋɝ 	Real IPA: waɪsfɛɫd
Word: whining   	Gen. IPA: ovŋeʃðɹʃk 	Real IPA: waɪnɪŋ
Word: wogoman   	Gen. IPA: ovŋeʃðŋok 	Real IPA: woʊɡoʊmən
Word: wyly      	Gen. IPA: ovŋeʃðŋkk 	Real IPA: waɪɫi
Word: zirk      	Gen. IPA: ovŋeʃðəkk 	Real IPA: zɝk
[20/100] - ptime: 26.86 loss_d: 1.612, loss_g: 3.065
Word: agnew     	Gen. IPA: ovŋeoðəkk 	Real IPA: æɡnju
Word: alfaro    	Gen. IPA: ovŋeoðɛʒk 	Real IPA: ɑɫfɑɹoʊ
Word: announced 	Gen. IPA: ovŋeoooɝo 	Real IPA: ənaʊnst
Word: areas     	Gen. IPA: ovŋeoðpkk 	Real IPA: ɛɹiəz
Word: authier   	Gen. IPA: ovŋeooʒɹk 	Real IPA: ɔθiɝ
Word: badges    	Gen. IPA: ovŋeoðʒək 	Real IPA: bædʒɪz
Word: begelman  	Gen. IPA: ovŋeoðʊɝð 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: ovŋeoðʊkk 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: ovŋeoðððo 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: ovŋeoðkkk 	Real IPA: bɑs
Word: branch    	Gen. IPA: ovŋeoðpok 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: ovŋeoðʒək 	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: ovŋeoðʒðk 	Real IPA: bɝtənz
Word: caraveras 	Gen. IPA: ovŋeoðɛʒɝ 	Real IPA: kɑɹəvɛɹəz
Word: castillon 	Gen. IPA: ovŋeoðʒɛɛ 	Real IPA: kæstɪɫɑn
Word: cherts    	Gen. IPA: ovŋeoðɹpk 	Real IPA: tʃɝts
Word: citrano   	Gen. IPA: ovŋeooəpk 	Real IPA: tʃitɹɑnoʊ
Word: combes    	Gen. IPA: ovŋeoɝoʊk 	Real IPA: koʊmz
Word: contest   	Gen. IPA: ovŋeoðɛok 	Real IPA: kəntɛst
Word: cresap    	Gen. IPA: ovŋeoðpŋk 	Real IPA: kɹɛsəp
Word: cupit     	Gen. IPA: ovŋeoðʒkk 	Real IPA: kjupɪt
Word: deblock   	Gen. IPA: ovŋeoðɝʊk 	Real IPA: dɛbɫək
Word: dicicco   	Gen. IPA: ovŋeoðaək 	Real IPA: dɪsɪkoʊ
Word: discussed 	Gen. IPA: ovŋeoðəŋŋ 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA: ovŋeoðpɛŋ 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA: ovŋeoðɛðk 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: ovŋeoðoʊɛ 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA: ovŋeoðiɝo 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: ovŋeoðʒŋk 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: ovŋeoðoək 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: ovŋeoðɛpk 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA: ovŋeoðpʒk 	Real IPA: fɹiks
Word: functions 	Gen. IPA: ovŋeoðʒɛə 	Real IPA: fəŋkʃənz
Word: gehret    	Gen. IPA: ovŋeoðəpk 	Real IPA: ɡɛɹɪt
Word: gilberg   	Gen. IPA: ovŋeoðəʊk 	Real IPA: ɡɪɫbɝɡ
Word: gosnell   	Gen. IPA: ovŋeoðəɛɛ 	Real IPA: ɡɑsnəɫ
Word: greever   	Gen. IPA: ovŋeoðpok 	Real IPA: ɡɹivɝ
Word: handlers  	Gen. IPA: ovŋeoðʒaɝ 	Real IPA: hændəɫɝz
Word: homonym   	Gen. IPA: ovŋeoɝɹɝk 	Real IPA: hɔmənɪm
Word: howry     	Gen. IPA: ovŋeoðokk 	Real IPA: haʊɹi
Word: impassion 	Gen. IPA: ovŋeooðʒŋ 	Real IPA: ɪmpæʃən
Word: insilco   	Gen. IPA: ovŋeoðoək 	Real IPA: ɪnsɪɫkoʊ
Word: jeanniot  	Gen. IPA: ovŋeoðooə 	Real IPA: dʒiniət
Word: jugglers  	Gen. IPA: ovŋeoðʒəɝ 	Real IPA: dʒəɡəɫɝz
Word: kerman    	Gen. IPA: ovŋeoðɝðk 	Real IPA: kɝmən
Word: kipling   	Gen. IPA: ovŋeoðvɛk 	Real IPA: kɪpɫɪŋ
Word: kral      	Gen. IPA: ovŋeoðpkk 	Real IPA: kɹæɫ
Word: kyodo     	Gen. IPA: ovŋeoðekk 	Real IPA: kjoʊdoʊ
Word: laury     	Gen. IPA: ovŋeoðɛkk 	Real IPA: ɫɔɹi
Word: lein      	Gen. IPA: ovŋeoðɝkk 	Real IPA: ɫin
Word: loong     	Gen. IPA: ovŋeoookk 	Real IPA: ɫʊŋ
Word: mangling  	Gen. IPA: ovŋeoɝʒɝɛ 	Real IPA: mæŋɡɫɪŋ
Word: maxy      	Gen. IPA: ovŋeooʒkk 	Real IPA: mæksi
Word: mcglothin 	Gen. IPA: ovŋeooðɛð 	Real IPA: məɡɫɑθən
Word: merten    	Gen. IPA: ovŋeoooðk 	Real IPA: mɝtən
Word: mild      	Gen. IPA: ovŋeooəkk 	Real IPA: maɪɫd
Word: montanans 	Gen. IPA: ovŋeoɝɝðɝ 	Real IPA: mɑntænənz
Word: mourner   	Gen. IPA: ovŋeoɝðʒk 	Real IPA: mɔɹnɝ
Word: naylor    	Gen. IPA: ovŋeɝðʒɛk 	Real IPA: neɪɫɝ
Word: nexis     	Gen. IPA: ovŋeɝðɝkk 	Real IPA: nɛksɪs
Word: ocanas    	Gen. IPA: ovŋeɝðɛok 	Real IPA: oʊkænəz
Word: okinawa   	Gen. IPA: ovŋeɝðvok 	Real IPA: oʊkɪnɑwə
Word: overkill  	Gen. IPA: ovŋeɝðipə 	Real IPA: oʊvɝkɪɫ
Word: panties   	Gen. IPA: ovŋeoðʒðk 	Real IPA: pæntiz
Word: pennings  	Gen. IPA: ovŋeoðɝɝo 	Real IPA: pɛnɪŋz
Word: pettinger 	Gen. IPA: ovŋeooɝðo 	Real IPA: pɛtɪŋɝ
Word: plock     	Gen. IPA: ovŋeoðθkk 	Real IPA: pɫɑk
Word: pontiff   	Gen. IPA: ovŋeoðθɑɑ 	Real IPA: pɑntɪf
Word: prody     	Gen. IPA: ovŋeoðpkk 	Real IPA: poʊdi
Word: pythons   	Gen. IPA: ovŋeooeɹk 	Real IPA: paɪθɑnz
Word: ravinous  	Gen. IPA: ovŋeoðʒəo 	Real IPA: ɹeɪvɪnɪs
Word: redfern   	Gen. IPA: ovŋeoðpɑk 	Real IPA: ɹɛdfɝn
Word: resisted  	Gen. IPA: ovŋeoðɝəð 	Real IPA: ɹɪzɪstɪd
Word: richart   	Gen. IPA: ovŋeoðəɹk 	Real IPA: ɹɪkhɑɹt
Word: rosenbalm 	Gen. IPA: ovŋeoðpɝʊ 	Real IPA: ɹoʊzənbɑm
Word: ruman     	Gen. IPA: ovŋeoopkk 	Real IPA: ɹumən
Word: satires   	Gen. IPA: ovŋeooʒək 	Real IPA: sætaɪɝz
Word: schlepp   	Gen. IPA: ovŋeoðŋθθ 	Real IPA: ʃɫɛp
Word: seide     	Gen. IPA: ovŋeoðŋkk 	Real IPA: saɪd
Word: sevey     	Gen. IPA: ovŋeoðŋkk 	Real IPA: sɪveɪ
Word: sicilian  	Gen. IPA: ovŋeoðŋoə 	Real IPA: sɪsɪɫiən
Word: sison     	Gen. IPA: ovŋeoðəkk 	Real IPA: sɪsən
Word: sokol     	Gen. IPA: ovŋeoðŋkk 	Real IPA: soʊkəɫ
Word: spaugh    	Gen. IPA: ovŋeoðθʒk 	Real IPA: spɔ
Word: staunton  	Gen. IPA: ovŋeooðʒð 	Real IPA: stɔntən
Word: stocum    	Gen. IPA: ovŋeoɝðɛk 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: ovŋeoðʒɛk 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: ovŋeðoðɛk 	Real IPA: tɛsəɫɝ
Word: thriller  	Gen. IPA: ovŋeðoɹəɛ 	Real IPA: θɹɪɫɝ
Word: tracor    	Gen. IPA: ovŋeðopɛk 	Real IPA: tɹɛkɝ
Word: tropworld 	Gen. IPA: ovŋeðɝpθo 	Real IPA: tɹɑpwɝɫd
Word: unhinged  	Gen. IPA: ovŋeoðʒɹə 	Real IPA: ənhɪndʒd
Word: utters    	Gen. IPA: ovŋeoððɝk 	Real IPA: ətɝz
Word: views     	Gen. IPA: ovŋeoðəkk 	Real IPA: vjuz
Word: voshell   	Gen. IPA: ovŋeoðoɛɛ 	Real IPA: vɑʃəɫ
Word: weisfeld  	Gen. IPA: ovŋeoðɝŋɝ 	Real IPA: waɪsfɛɫd
Word: whining   	Gen. IPA: ovŋeoðɹɝk 	Real IPA: waɪnɪŋ
Word: wogoman   	Gen. IPA: ovŋeoðŋək 	Real IPA: woʊɡoʊmən
Word: wyly      	Gen. IPA: ovŋeoðŋkk 	Real IPA: waɪɫi
Word: zirk      	Gen. IPA: ovŋeoðəkk 	Real IPA: zɝk
[21/100] - ptime: 26.89 loss_d: 1.084, loss_g: 2.047
Word: agnew     	Gen. IPA: ovŋeoðəkk 	Real IPA: æɡnju
Word: alfaro    	Gen. IPA: ovŋeoðɛʒk 	Real IPA: ɑɫfɑɹoʊ
Word: announced 	Gen. IPA: ovŋeooooo 	Real IPA: ənaʊnst
Word: areas     	Gen. IPA: ovŋeoðpkk 	Real IPA: ɛɹiəz
Word: authier   	Gen. IPA: ovŋeoʒʒɹk 	Real IPA: ɔθiɝ
Word: badges    	Gen. IPA: ovŋeoðʒək 	Real IPA: bædʒɪz
Word: begelman  	Gen. IPA: ovŋeoðʊɝð 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: ovŋeoðʊkk 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: ovŋeoðððo 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: ovŋeoðkkk 	Real IPA: bɑs
Word: branch    	Gen. IPA: ovŋeoðpok 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: ovŋeoðʒək 	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: ovŋeoðʒðk 	Real IPA: bɝtənz
Word: caraveras 	Gen. IPA: ovŋeoðɛʒɝ 	Real IPA: kɑɹəvɛɹəz
Word: castillon 	Gen. IPA: ovŋeoðʒɛɛ 	Real IPA: kæstɪɫɑn
Word: cherts    	Gen. IPA: ovŋeoðɹpk 	Real IPA: tʃɝts
Word: citrano   	Gen. IPA: ovŋeoðəpk 	Real IPA: tʃitɹɑnoʊ
Word: combes    	Gen. IPA: ovŋeoðoʊk 	Real IPA: koʊmz
Word: contest   	Gen. IPA: ovŋeoðɛok 	Real IPA: kəntɛst
Word: cresap    	Gen. IPA: ovŋeoðpŋk 	Real IPA: kɹɛsəp
Word: cupit     	Gen. IPA: ovŋeoðʒkk 	Real IPA: kjupɪt
Word: deblock   	Gen. IPA: ovŋeoðɝʊk 	Real IPA: dɛbɫək
Word: dicicco   	Gen. IPA: ovŋeoðɛək 	Real IPA: dɪsɪkoʊ
Word: discussed 	Gen. IPA: ovŋeoðəŋŋ 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA: ovŋeoðpɛŋ 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA: ovŋeoðɛðk 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: ovŋeoðoʊɛ 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA: ovŋeoðiɝo 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: ovŋeoðʒŋk 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: ovŋeoðəək 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: ovŋeoðɛpk 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA: ovŋeoðpʒk 	Real IPA: fɹiks
Word: functions 	Gen. IPA: ovŋeoðʒɛə 	Real IPA: fəŋkʃənz
Word: gehret    	Gen. IPA: ovŋeoðəpk 	Real IPA: ɡɛɹɪt
Word: gilberg   	Gen. IPA: ovŋeoðəʊk 	Real IPA: ɡɪɫbɝɡ
Word: gosnell   	Gen. IPA: ovŋeoðəɛk 	Real IPA: ɡɑsnəɫ
Word: greever   	Gen. IPA: ovŋeoðpik 	Real IPA: ɡɹivɝ
Word: handlers  	Gen. IPA: ovŋeoðʒaɝ 	Real IPA: hændəɫɝz
Word: homonym   	Gen. IPA: ovŋeoðɹɝk 	Real IPA: hɔmənɪm
Word: howry     	Gen. IPA: ovŋeoðokk 	Real IPA: haʊɹi
Word: impassion 	Gen. IPA: ovŋeoəðʒŋ 	Real IPA: ɪmpæʃən
Word: insilco   	Gen. IPA: ovŋeoðoək 	Real IPA: ɪnsɪɫkoʊ
Word: jeanniot  	Gen. IPA: ovŋeoðooə 	Real IPA: dʒiniət
Word: jugglers  	Gen. IPA: ovŋeoðʒəɝ 	Real IPA: dʒəɡəɫɝz
Word: kerman    	Gen. IPA: ovŋeoðɝðk 	Real IPA: kɝmən
Word: kipling   	Gen. IPA: ovŋeoðvɛk 	Real IPA: kɪpɫɪŋ
Word: kral      	Gen. IPA: ovŋeoðpkk 	Real IPA: kɹæɫ
Word: kyodo     	Gen. IPA: ovŋeoðekk 	Real IPA: kjoʊdoʊ
Word: laury     	Gen. IPA: ovŋeoðɛkk 	Real IPA: ɫɔɹi
Word: lein      	Gen. IPA: ovŋeoðɝkk 	Real IPA: ɫin
Word: loong     	Gen. IPA: ovŋeoookk 	Real IPA: ɫʊŋ
Word: mangling  	Gen. IPA: ovŋeoɝʒəɛ 	Real IPA: mæŋɡɫɪŋ
Word: maxy      	Gen. IPA: ovŋeooʒkk 	Real IPA: mæksi
Word: mcglothin 	Gen. IPA: ovŋeooðɛð 	Real IPA: məɡɫɑθən
Word: merten    	Gen. IPA: ovŋeooɝðk 	Real IPA: mɝtən
Word: mild      	Gen. IPA: ovŋeooəkk 	Real IPA: maɪɫd
Word: montanans 	Gen. IPA: ovŋeoɝɝðo 	Real IPA: mɑntænənz
Word: mourner   	Gen. IPA: ovŋeoɝðʒk 	Real IPA: mɔɹnɝ
Word: naylor    	Gen. IPA: ovŋeɝðʒɛk 	Real IPA: neɪɫɝ
Word: nexis     	Gen. IPA: ovŋeɝðɝkk 	Real IPA: nɛksɪs
Word: ocanas    	Gen. IPA: ovŋeɝðɛok 	Real IPA: oʊkænəz
Word: okinawa   	Gen. IPA: ovŋeɝðvok 	Real IPA: oʊkɪnɑwə
Word: overkill  	Gen. IPA: ovŋeɝðipə 	Real IPA: oʊvɝkɪɫ
Word: panties   	Gen. IPA: ovŋeoðʒðk 	Real IPA: pæntiz
Word: pennings  	Gen. IPA: ovŋeoðɝəo 	Real IPA: pɛnɪŋz
Word: pettinger 	Gen. IPA: ovŋeoðɝðo 	Real IPA: pɛtɪŋɝ
Word: plock     	Gen. IPA: ovŋeoðθkk 	Real IPA: pɫɑk
Word: pontiff   	Gen. IPA: ovŋeoðθɑk 	Real IPA: pɑntɪf
Word: prody     	Gen. IPA: ovŋeoðpkk 	Real IPA: poʊdi
Word: pythons   	Gen. IPA: ovŋeoðeɹk 	Real IPA: paɪθɑnz
Word: ravinous  	Gen. IPA: ovŋeoðʒəo 	Real IPA: ɹeɪvɪnɪs
Word: redfern   	Gen. IPA: ovŋeoðpɑk 	Real IPA: ɹɛdfɝn
Word: resisted  	Gen. IPA: ovŋeoðɝəð 	Real IPA: ɹɪzɪstɪd
Word: richart   	Gen. IPA: ovŋeoðəɹk 	Real IPA: ɹɪkhɑɹt
Word: rosenbalm 	Gen. IPA: ovŋeoðpɝʊ 	Real IPA: ɹoʊzənbɑm
Word: ruman     	Gen. IPA: ovŋeoðpkk 	Real IPA: ɹumən
Word: satires   	Gen. IPA: ovŋeoðʒək 	Real IPA: sætaɪɝz
Word: schlepp   	Gen. IPA: ovŋeoðŋθk 	Real IPA: ʃɫɛp
Word: seide     	Gen. IPA: ovŋeoðŋkk 	Real IPA: saɪd
Word: sevey     	Gen. IPA: ovŋeoðŋkk 	Real IPA: sɪveɪ
Word: sicilian  	Gen. IPA: ovŋeoðɛəə 	Real IPA: sɪsɪɫiən
Word: sison     	Gen. IPA: ovŋeoðəkk 	Real IPA: sɪsən
Word: sokol     	Gen. IPA: ovŋeoðŋkk 	Real IPA: soʊkəɫ
Word: spaugh    	Gen. IPA: ovŋeoðθʒk 	Real IPA: spɔ
Word: staunton  	Gen. IPA: ovŋeoŋðʒð 	Real IPA: stɔntən
Word: stocum    	Gen. IPA: ovŋeoŋðɛk 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: ovŋeoðʒɛk 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: ovŋeðoðɛk 	Real IPA: tɛsəɫɝ
Word: thriller  	Gen. IPA: ovŋeðoɹəɛ 	Real IPA: θɹɪɫɝ
Word: tracor    	Gen. IPA: ovŋeðopɛk 	Real IPA: tɹɛkɝ
Word: tropworld 	Gen. IPA: ovŋeðɝpθo 	Real IPA: tɹɑpwɝɫd
Word: unhinged  	Gen. IPA: ovŋeoðʒɹə 	Real IPA: ənhɪndʒd
Word: utters    	Gen. IPA: ovŋeoððɝk 	Real IPA: ətɝz
Word: views     	Gen. IPA: ovŋeoðəkk 	Real IPA: vjuz
Word: voshell   	Gen. IPA: ovŋeoðoɛk 	Real IPA: vɑʃəɫ
Word: weisfeld  	Gen. IPA: ovŋeoðɝŋɝ 	Real IPA: waɪsfɛɫd
Word: whining   	Gen. IPA: ovŋeoðɹok 	Real IPA: waɪnɪŋ
Word: wogoman   	Gen. IPA: ovŋeoðŋək 	Real IPA: woʊɡoʊmən
Word: wyly      	Gen. IPA: ovŋeoðŋkk 	Real IPA: waɪɫi
Word: zirk      	Gen. IPA: ovŋeoðəkk 	Real IPA: zɝk
[22/100] - ptime: 26.80 loss_d: 0.946, loss_g: 2.495
Word: agnew     	Gen. IPA: ovŋeoðəkk 	Real IPA: æɡnju
Word: alfaro    	Gen. IPA: ovŋeoðɛʒk 	Real IPA: ɑɫfɑɹoʊ
Word: announced 	Gen. IPA: ovŋeooɝɝo 	Real IPA: ənaʊnst
Word: areas     	Gen. IPA: ovŋeoðpkk 	Real IPA: ɛɹiəz
Word: authier   	Gen. IPA: ovŋeooʒɹk 	Real IPA: ɔθiɝ
Word: badges    	Gen. IPA: ovŋeoðʒək 	Real IPA: bædʒɪz
Word: begelman  	Gen. IPA: ovŋeoðʊɝð 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: ovŋeoðʊkk 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: ovŋeoððʒo 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: ovŋeoðkkk 	Real IPA: bɑs
Word: branch    	Gen. IPA: ovŋeoðpok 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: ovŋeoðʒək 	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: ovŋeoðʒðk 	Real IPA: bɝtənz
Word: caraveras 	Gen. IPA: ovŋeoðɛʒɝ 	Real IPA: kɑɹəvɛɹəz
Word: castillon 	Gen. IPA: ovŋeoðʒɛə 	Real IPA: kæstɪɫɑn
Word: cherts    	Gen. IPA: ovŋeoðɹpk 	Real IPA: tʃɝts
Word: citrano   	Gen. IPA: ovŋeooəpk 	Real IPA: tʃitɹɑnoʊ
Word: combes    	Gen. IPA: ovŋeoɝoʊk 	Real IPA: koʊmz
Word: contest   	Gen. IPA: ovŋeoðɛok 	Real IPA: kəntɛst
Word: cresap    	Gen. IPA: ovŋeoðpŋk 	Real IPA: kɹɛsəp
Word: cupit     	Gen. IPA: ovŋeoðʒkk 	Real IPA: kjupɪt
Word: deblock   	Gen. IPA: ovŋeoðɝʊk 	Real IPA: dɛbɫək
Word: dicicco   	Gen. IPA: ovŋeoðaək 	Real IPA: dɪsɪkoʊ
Word: discussed 	Gen. IPA: ovŋeoðəŋʒ 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA: ovŋeoðpɛŋ 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA: ovŋeoðɛðk 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: ovŋeoðoʊɛ 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA: ovŋeoðiɝo 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: ovŋeoðʒŋk 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: ovŋeoðoək 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: ovŋeoðɛpk 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA: ovŋeoðpʒk 	Real IPA: fɹiks
Word: functions 	Gen. IPA: ovŋeoðʒɛə 	Real IPA: fəŋkʃənz
