word,ipa
decant,dəkænt
decarli,dɪkɑɹɫi
decay,dɪkeɪ
decedents,dɛsidənts
decently,disəntɫi
dechine,dɛtʃɪn
decides,dɪsaɪdz
decisions,dɪsɪʒənz
decking,dɛkɪŋ
declared,dɪkɫɛɹd
declercqs,dəkɫɝks
declining,dɪkɫaɪnɪŋ
decom,dɛkɑm
decoster,dɛkəstɝ
decrease,dikɹis
decreed,dɪkɹid
dederick,dɛdɝɪk
dedman,dɛdmən
deed,did
deehan,diən
deen,din
deeper,dipɝ
deerman,dɪɹmən
deface,dɪfeɪs
defaulted,dɪfɔɫtɪd
defeated,dɪfitəd
defection,dɪfɛkʃən
defence,dɪfɛns
defensive,dɪfɛnsɪv
defiant,dɪfaɪənt
deficits,dɛfɪsɪts
defines,dɪfaɪnz
deflate,dɪfɫeɪt
deflector,dɪfɫɛktɝ
defoor,dɛfʊɹ
defrates,dɛfɝeɪts
defrost,dɪfɹɔst
defused,difjuzd
degaulle,dəɡɑɫ
degidio,dɪdʒidioʊ
degrange,dɛɡɹeɪndʒ
degregory,dɛɡɹɪɡɝi
deguzman,deɪɡuzmæn
deibert,daɪbɝt
deign,deɪn
deininger,daɪnɪŋɝ
deist,diɪst
dejager,dɛdʒeɪɡɝ
dejongh,dədʒɔŋ
deklerks,dəkɫɝks
delacruz,deɪɫɑkɹuz
delahunty,dɛɫəhənti
delano,dɛɫənoʊ
delariva,dɛɫɑɹivə
delaura,dɛɫɔɹə
delawares,dɛɫəwɛɹz
delbene,dɛɫbɪnə
delchamps,dɛɫtʃæmps
delegate,dɛɫəɡeɪt
deletes,dɪɫits
delgreco,dɛɫɡɹɛkoʊ
delich,dɛɫɪk
delillo,dəɫɪɫoʊ
delisted,diɫɪstɪd
dellaert,dɛɫɝt
delling,dɛɫɪŋ
delmeds,dɛɫmɛdz
deloatch,dɛɫoʊtʃ
delouis,dɛɫuiz
delphina,dɛɫfinə
delrina,dɛɫɹinə
delucca,dɛɫukə
deluise,dɛɫusi
demand,dɪmænd
demario,dɪmɑɹioʊ
demas,diməs
dembinski,dɪmbɪnski
demeanour,dɪminɝ
demeree,dɛmɝi
demery,dɪmɝi
demichael,dɛmɪkɛɫ
demille,dɪmɪɫ
demish,dɛmɪʃ
demming,dɛmɪŋ
demott,dəmɑt
demure,dɪmjʊɹ
den,dɛn
denden,dɛndən
denes,dinz
denham,dɛnəm
denies,dɪnaɪz
denison,dɛnɪsən
denko,dɛŋkoʊ
denmon,dɛnmən
dennin,dɛnɪn
denote,dɪnoʊt
dens,dɛnz
density,dɛnsɪti
dentals,dɛntəɫz
dentists,dɛntɪsts
denying,dɪnaɪɪŋ
depaola,dɪpaʊɫɑ
departs,dɪpɑɹts
depaz,dəpæz
depicted,dɪpɪktəd
depinto,dɪpintoʊ
deplored,dɪpɫɔɹd
depner,dɛpnɝ
deposit,dɪpɑzət
depp,dɛp
depree,dɪpɹi
der,dɝ
deranged,dɪɹeɪndʒd
derelicts,dɛɹəɫɪks
derida,dəɹidə
derington,dɝɪŋtən
derleth,dɝɫɪθ
dermer,dɝmɝ
derocher,dɛɹəkɝ
derouin,dɝwin
derubeis,dɛɹəbaɪz
derwin,dɝwɪn
desautel,dɛsoʊtəɫ
descended,dɪsɛndɪd
deschamps,dɛʃəmps
described,dɪskɹaɪbd
desert,dɪzɝt
deserved,dɪzɝvd
deshields,dɛʃiɫdz
designing,dɪzaɪnɪŋ
deslatte,dɪsɫæt
desousa,dɪsusə
desperate,dɛspɝɪt
despises,dɪspaɪzɪz
desserts,dɪzɝts
destructs,dɪstɹəkts
detain,dɪteɪn
detected,dɪtɛktəd
detemple,dɛtɪmpəɫ
detert,dɛtɝt
dethomas,dɪθoʊməz
detonate,dɛtəneɪt
detoured,ditʊɹd
detractor,ditɹæktɝ
detritus,dɪtɹaɪtəs
dettling,dɛtɫɪŋ
detzel,dɛtzəɫ
deuser,dɔɪsɝ
deutscher,dɔɪtʃɝ
devalle,dɪvæɫ
devaluing,dɪvæɫjuɪŋ
devaughn,dɛvɔn
deveny,dɪvini
devey,dɪveɪ
deviation,divieɪʃən
devilish,dɛvɫɪʃ
devins,dɛvɪnz
devivo,dɪvivoʊ
devonian,dɪvoʊniən
devotes,dɪvoʊts
devoutly,dɪvaʊtɫi
dewalt,duəɫt
deweerd,duɪɹd
dewing,duɪŋ
dewulf,duəɫf
deyton,dɪtɔn
dhaka,dækæ
dhiraj,dɪɹɑʒ
diagonal,daɪæɡənəɫ
dial,daɪɫ
dialog,daɪəɫɔɡ
diamonds,daɪməndz
diaper,daɪpɝ
diario,daɪɛɹioʊ
diatribe,daɪətɹaɪb
dibiase,dibiɑsi
dic,dɪk
dicenzo,dɪsɛnzoʊ
dicicco,dɪsɪkoʊ
dickens,dɪkənz
dickers,dɪkɝz
dickinson,dɪkɪnsən
dictator,dɪkteɪtɝ
dictum,dɪktəm
didi,didi
diede,did
dieringer,dɪɹɪndʒɝ
diesel,dizəɫ
dieterle,ditɝəɫ
dietrick,ditɹɪk
dievler,divɫɝ
diff,dɪf
different,dɪfɹənt
diffuse,dɪfjuz
difonzo,dɪfɑnzoʊ
diggle,dɪɡəɫ
digiti,dɪdʒətaɪ
dignan,dɪɡnən
digresses,daɪɡɹɛsɪz
dijon,diʒoʊn
dilatory,dɪɫətɔɹi
dilella,dɪɫɛɫɑ
dilg,dɪɫɡ
dill,dɪɫ
dille,dɪɫ
dillie,dɪɫi
dills,dɪɫz
dilsaver,dɪɫsəvɝ
dilutes,daɪɫuts
dim,dɪm
dimarzio,dɪmɑɹzioʊ
dimenaci,dɪmɛətʃi
dimetapp,daɪmətæp
dimitruk,dɪmitɹʊk
dimona,dɪmoʊnɑ
dinatale,dinɑtɑɫi
dinesh,dɪnɛʃ
dingham,dɪŋəm
dingus,dɪŋɡɪs
dinkel,dɪŋkəɫ
dinse,dɪns
diodati,dioʊdɑti
diorio,diɔɹioʊ
dipalma,dɪpɑɫmə
dipiazza,dɪpiɑtsɑ
diplomats,dɪpɫəmæts
dipping,dɪpɪŋ
dire,daɪɝ
directing,dɝɛktɪŋ
directly,dɪɹɛkɫi
directors,dɝɛktɝz
directors,dɝɛktɝz
directv,dɝɛktivi
dirks,dɝks
dirtiest,dɝtiəst
disagree,dɪsəɡɹi
disarray,dɪsɝeɪ
disbelief,dɪsbɪɫif
disc,dɪsk
disclose,dɪskɫoʊz
discourse,dɪskɔɹs
discussed,dɪskəst
disdains,dɪsdeɪnz
disgusts,dɪsɡəsts
disks,dɪsks
dislodged,dɪsɫɑdʒd
dismore,dɪsmɔɹ
dispatch,dɪspætʃ
dispell,dɪspɛɫ
dispenser,dɪspɛnsɝ
disrepair,dɪsɹɪpɛɹ
dissected,daɪsɛktəd
distances,dɪstənsəz
distemper,dɪstɛmpɝ
distiller,dɪstɪɫɝ
distron,dɪstɹɑn
ditches,dɪtʃɪz
ditmars,dɪtmɝz
dittman,dɪtmən
ditullio,dɪtəɫioʊ
divall,dɪvəɫ
diver,daɪvɝ
diverging,daɪvɝdʒɪŋ
diverting,daɪvɝtɪŋ
divi,divi
divis,divɪs
divison,dɪvɪʒən
divulge,daɪvəɫdʒ
dix,dɪks
dizzy,dɪzi
dlouhy,dəɫaʊi
doanh,doʊn
dobbs,dɑbz
dobies,doʊbiz
dobosz,dɑbəʃ
dobyns,doʊbɪnz
docility,dɑsɪɫəti
dockets,dɑkəts
dockson,dɑksən
doctoral,dɑktɝəɫ
doctrine,dɔktɝɪn
doddering,dɑdɝɪŋ
dodgers,dɑdʒɝz
dodrill,dɑdɹəɫ
doell,doʊɫ
doernberg,dɔɹnbɝɡ
doetsch,doʊtʃ
doggerel,dɑɡɝəɫ
dogle,dɑɡəɫ
dogs,dɔɡz
dohman,doʊmən
doi,dɔɪ
doke,doʊk
dolbow,doʊɫboʊ
dolecki,dəɫɛtski
dolfi,doʊɫfi
dolls,dɑɫz
dollars,dɔɫɝz
dollison,dɑɫɪsən
dom,dɑm
domas,doʊməs
domed,doʊmd
domenick,dɑmɪnɪk
dominate,dɑməneɪt
dominics,dɑmənɪks
domino,dɑmənoʊ
dommer,dɑmɝ
donts,doʊnts
donahue,dɑnəju
donapria,dənæpɹiə
donati,doʊnɑti
dondero,doʊndɛɹoʊ
doney,dɑni
donizetti,dɑnəzɛti
donnas,dɑnəz
donoghue,dɑnəju
donor,doʊnɝ
donvan,dɑnvən
doolan,duɫən
doomsayer,dumseɪɝ
doornbos,dɔɹnboʊz
doral,dɔɹæɫ
dore,dɔɹ
dorf,dɔɹf
dorio,dɔɹioʊ
dormant,dɔɹmənt
dornan,dɔɹnɪn
doro,dɔɹoʊ
dorrell,dɔɹeɪɫ
dorsett,dɔɹsɪt
dorwart,dɔɹwɔɹt
doser,doʊsɝ
dossier,dɔsieɪ
dotson,dɑtsən
dotzler,dɑtsɫɝ
doubles,dəbəɫz
doubter,daʊtɝ
doucette,dusɛt
dougherty,doʊɝti
dougl,duɡəɫ
doused,daʊst
dov,dɑv
dovetail,dəvteɪɫ
dowd,daʊd
dowel,daʊəɫ
dowler,daʊɫɝ
downed,daʊnd
downpours,daʊnpɔɹz
downtowns,daʊntaʊnz
dowty,daʊti
doyenne,dɔɪɛn
drabik,dɹɑbɪk
draftee,dɹæfti
drag,dɹæɡ
drago,dɹɑɡoʊ
drags,dɹæɡz
drainer,dɹeɪnɝ
dram,dɹæm
draney,dɹeɪni
drapes,dɹeɪps
draus,dɹɔz
drawls,dɹɔɫz
dreamlike,dɹimɫaɪk
drechsel,dɹɛksəɫ
drees,dɹiz
dreis,dɹiz
drennon,dɹɛnən
dresen,dɹizən
dressy,dɹɛsi
dreyer,dɹeɪɝ
dribbling,dɹɪbɫɪŋ
drifta,dɹɪftə
driggs,dɹɪɡz
drinas,dinəz
drinks,dɹɪŋks
driscoll,dɹɪskəɫ
driven,dɹɪvən
drizzle,dɹɪzəɫ
droessler,dɹoʊsɫɝ
droll,dɹoʊɫ
dromon,dɹoʊmən
droop,dɹup
droplet,dɹɑpɫət
droppings,dɹɑpɪŋz
drought,dɹaʊt
drowning,dɹaʊnɪŋ
drub,dɹəb
druggists,dɹəɡəsts
druids,dɹuɪdz
drummers,dɹəmɝz
drunkard,dɹəŋkɝd
drusie,dɹəsi
dryers,dɹaɪɝz
dsouza,dəsuzə
dualist,duəɫɪst
duba,dubə
dubcek,dəbtʃɛk
dubicki,dəbɪtski
dubis,dubɪs
dubow,duboʊ
dubrovsky,dubɹɔfski
duca,dukə
duchene,dəkin
ducks,dəks
ductile,dəktəɫ
due,dju
duell,dʒuɫ
duerksen,dʊɹksən
duet,djuɛt
duffee,dəfi
duffner,dəfnɝ
dufrane,dəfɹeɪn
dugdale,dəɡdeɪɫ
duguid,dəɡwɪd
duis,dijuaɪz
dukart,dəkɑɹt
dulac,dəɫæk
dulcine,dəɫsɪn
duller,dəɫɝ
dulwich,dəɫwɪtʃ
dumas,dumɑ
dumke,dəmki
dumptruck,dəmptɹək
dunavan,dənəvæn
dundas,dəndəz
dungan,dəŋɡən
dunja,dunjə
dunkirk,dənkɝk
dunlavy,dənɫəvi
dunnam,dənəm
dunno,dənoʊ
dunston,dənstən
duopoly,duoʊpɑɫi
dupre,dəpɹeɪ
duquette,dəkɛt
durans,dɝæns
duray,dʊɹeɪ
durell,djuɹəɫ
durley,dɝɫi
duron,djuɹən
durst,dɝst
duskin,dəskɪn
dusting,dəstɪŋ
duties,dutiz
dutrow,dətɹoʊ
duvaliers,duveɪɫjɝz
dvds,dividiz
dwarves,dwɔɹvz
dwellings,dwɛɫɪŋz
dwindling,dwɪndɫɪŋ
dyal,daɪəɫ
dyche,daɪtʃ
dyes,daɪz
dykes,daɪks
dymek,dɪmɛk
dynamics,dɪnæmɪks
dysert,dɪsɝt
dysplasia,dɪspɫeɪʒə
dzialo,dʒiɑɫoʊ
eachan,itʃən
eagan,iɡən
eagleson,iɡəɫsən
eakle,ikəɫ
eap,ip
earhart,ɛɹhɑɹt
earliest,ɝɫiəst
earners,ɝnɝz
earns,ɝnz
earpieces,ɪɹpisɪz
ears,ɪɹz
earthwork,ɝθwɝk
easco,iskoʊ
eastdil,istdɪɫ
easterly,istɝɫi
eastin,iztɪn
eastman,istmən
eastwind,istwɪnd
eater,itɝ
eaton,itən
eavesdrop,ivzdɹɑp
ebasco,ɛbæskoʊ
ebbing,ɛbɪŋ
eberhardt,ɛbɝhɑɹt
ebersold,ɛbɝsoʊɫd
eblin,ɛbɫɪn
eccles,ɛkəɫz
echenberg,ɛkənbɝɡ
echograph,ɛkoʊɡɹæf
eckard,ɛkɝd
eckler,ɛkɫɝ
eckstein,ɛkstin
eclipses,ɪkɫɪpsɪz
ecolaire,ikoʊɫɛɹ
economic,ikənɑmɪk
economist,ikɑnəmɪst
economy,ɪkɑnəmi
ecton,ɛktən
eds,ɛdz
eddington,ɛdɪŋtən
edelman,eɪdəɫmən
edema,ɪdimə
edgecomb,ɛdʒkɔm
edgett,ɛdʒɪt
edicts,idɪkts
edinger,ɛdɪŋɝ
edling,ɛdɫɪŋ
edmister,ɛdmɪstɝ
edmundson,ɛdməndsən
edrington,ɛdɝɪŋtən
edwards,ɛdwɝdz
eelgrass,iɫɡɹæs
efface,ɪfeɪs
effective,ifɛktɪv
efflux,ɛfɫəks
efird,ɛfɝd
egbertine,ɛɡbɝtin
egert,ɛɡɝt
eggnog,ɛɡnɔɡ
egland,ɛɡɫənd
egly,ɛɡɫi
egon,iɡən
egypt,idʒɪpt
ehlen,ɛɫən
ehmen,ɛmɛn
ehret,ɛɹɪt
eichen,aɪkən
eichler,aɪkəɫɝ
eick,aɪk
eifert,aɪfɝt
eights,eɪts
eighths,eɪtθs
eimers,aɪmɝz
einsteins,aɪnstaɪnz
eischens,aɪʃənz
eisenhut,aɪzənhət
eishi,eɪʃi
eiszner,aɪznɝ
ejecting,ɪdʒɛktɪŋ
eka,ɛkə
ekholm,ɛkhoʊɫm
ekstrand,ɛkstɹənd
elamin,ɛɫəmɪn
elat,ɛɫæt
elating,ɪɫeɪtɪŋ
elbowing,ɛɫboʊɪŋ
elcotel,ɛɫkoʊtɛɫ
eldest,ɛɫdəst
eldwin,ɪɫdwɪn
electing,ɪɫɛktɪŋ
electoral,ɪɫɛktɝəɫ
eledge,ɛɫɪdʒ
elektrisk,ɪɫɛktɹɪsk
elenas,ɛɫənəz
elevate,ɛɫəveɪt
elevens,iɫɛvənz
elfers,ɛɫfɝz
elga,ɪɫɡɑ
eliason,əɫaɪəsən
eligaya,ɛɫəɡaɪə
elison,ɛɫɪsən
elitists,ɪɫitɪsts
elkhart,ɛɫkhɑɹt
ell,ɛɫ
ellens,ɛɫənz
ellenwood,ɛɫənwʊd
elliff,ɛɫɪf
ellisor,ɛɫɪsɝ
ellsburg,ɛɫzbɝɡ
elmhurst,ɛɫmhɝst
elocution,ɛɫəkjuʃən
eloquent,ɛɫəkwənt
elsasser,ɛɫsəsɝ
elsevier,ɛɫsəvɪɹ
elstad,ɛɫstəd
elving,ɛɫvɪŋ
elxsi,ɛɫksi
elysium,ɪɫɪziəm
emad,imæd
embargoed,ɪmbɑɹɡoʊd
embers,ɛmbɝz
emblem,ɛmbɫəm
embodying,ɪmbɑdiɪŋ
embraced,ɛmbɹeɪst
embury,ɛmbɛɹi
emens,ɛmɛnz
emergence,imɝdʒəns
emerging,imɝdʒɪŋ
emerton,ɛmɝtən
emigh,ɛmaɪ
emigres,ɛməɡɹeɪz
eminently,ɛmənəntɫi
emler,ɛmɫɝ
emmeline,ɛməɫaɪn
emmick,ɛmɪk
emorys,ɛmɝiz
empathy,ɛmpəθi
empires,ɛmpaɪɝz
employer,ɛmpɫɔɪɝ
empted,ɛmptɪd
empting,ɛmptɪŋ
emptying,ɛmtiɪŋ
emulate,ɛmjəɫeɪt
enable,ɛneɪbəɫ
enabling,ɛneɪbəɫɪŋ
enberg,ɛnbɝɡ
encarta,ɛnkɑɹtə
enchanted,ɛntʃænɪd
encomiums,ɛnkɔmɪəmz
encounter,ɪnkaʊntɝ
encumber,ɛnkəmbɝ
ender,ɛndɝ
ending,ɛndɪŋ
endorsed,ɛndɔɹst
endosperm,ɛndəspɝm
ends,ɛndz
endures,ɛndjʊɹz
enemies,ɛnəmiz
energized,ɛnɝdʒaɪzd
enfeeble,ɛnfibəɫ
enge,ɛndʒ
engeman,ɛndʒmən
engholm,ɛŋhoʊɫm
engineers,ɛndʒənɪɹz
englebert,ɪŋəɫbɝt
engles,ɪŋəɫz
engram,ɛnɡɹæm
engstrand,ɛŋstɹənd
enimont,inɪmɑnt
enjoys,ɪndʒɔɪz
enlarging,ɪnɫɑɹdʒɪŋ
enlistee,ɪnɫɪsti
enlo,ɛnɫoʊ
enmity,ɛnməti
ennobles,ɪnoʊbəɫz
enoughs,inəfs
enrages,ɛnɹeɪdʒəz
enriching,ɪnɹɪtʃɪŋ
enroll,ɪnɹoʊɫ
enroute,ɛnɹut
enshrine,ɛnʃɹaɪn
ensnarled,ɪnsnɑɹɫd
ensure,ɪnʃʊɹ
entailed,ɪnteɪɫd
entered,ɛntɝd
enticing,ɛntaɪsɪŋ
entrapped,ɪntɹæpt
entrench,ɛntɹɛntʃ
entry,ɛntɹi
envelopes,ɛnvəɫoʊps
envoy,ɑnvɔɪ
enzon,ɛnzɑn
eon,iən
epes,ips
epics,ɛpɪks
episteme,ɛpɪstim
eplin,ɛpɫɪn
epoxy,ɪpɑksi
eppinger,ɛpɪŋɝ
epsilon,ɛpsəɫɑn
equaling,ikwəɫɪŋ
equinox,ikwənɑks
equitable,ɛkwɪtəbəɫ
equity,ɛkwəti
er,ɝ
eramo,ɛɹɑmoʊ
eraser,iɹeɪsɝ
erawan,ɛɹəwɑn
erbes,ɝbz
erdmann,ɝdmən
erector,ɪɹɛktɝ
ergots,ɝɡəts
ericson,ɛɹɪksən
erk,ɝk
erlbaum,ɛɹɫbaʊm
ermas,ɝməz
ernests,ɝnəsts
erode,ɪɹoʊd
erols,ɛɹəɫz
erps,ɝps
errett,ɛɹɪt
error,ɛɹɝ
erskin,ɝskɪn
ertz,ɝts
eruption,ɪɹəpʃən
erwina,ɝvaɪnə
esber,ɛsbɝ
escape,ɪskeɪp
escher,ɛʃɝ
escobar,ɛskəbɑɹ
escudo,ɛskudoʊ
eskridge,ɛskɹɪdʒ
esmond,ɛzmənd
esparza,ɛspɑɹzə
espouse,ɪspaʊs
esquire,ɛskwaɪɹ
essays,ɛseɪz
essig,ɛsɪɡ
estel,ɛstəɫ
esteves,eɪsteɪvɛs
estuaries,ɛstʃuɛɹiz
etch,ɛtʃ
eternally,ɪtɝnəɫi
etheline,ɛθɪɫaɪn
ethernet,iθɝnɛt
ethics,ɛθɪks
ethnicity,ɛθnɪsɪti
ethos,iθɑs
etna,ɛtnə
ettinger,ɛtɪŋɝ
etzioni,ɛtsioʊni
eucharist,jukɝəst
eugenias,judʒiniəz
eulogys,juɫədʒiz
euphory,jufɔɹi
euro,juɹoʊ
eurosid,juɹəsɪd
eustacia,justɑtʃə
evas,eɪvəz
evader,iveɪdɝ
evald,ivɑɫd
evanss,ɛvənzɪz
evasions,iveɪʒənz
evened,ivənd
evensky,ivɛnski
eventual,əvɛntʃuəɫ
everard,ɛvɝɝd
everetts,ɛvɹəts
evermore,ɛvɝmɔɹ
evict,ɪvɪkt
evinced,ɪvɪnst
evocative,ɪvɑkətɪv
evolution,ɛvəɫuʃən
evolved,ivɑɫvd
ewan,juən
ewes,juz
ex,ɛks
exacted,ɪɡzæktɪd
example,ɪɡzæmpəɫ
excedrin,ɛksɛdɹən
excelled,ɪksɛɫd
excepted,ɪksɛptɪd
excise,ɛksaɪz
exclusive,ɪkskɫusɪv
excuses,ɪkskjuzɪz
exempt,ɪɡzɛmpt
exercised,ɛksɝsaɪzd
exertions,ɪɡzɝʃənz
exhausted,ɪɡzɔstɪd
exhumes,ɛkshjumz
exiles,ɛɡzaɪɫz
existing,ɪɡzɪstɪŋ
exovir,ɛksoʊvɪɹ
expiate,ɛkspieɪt
exploit,ɛkspɫɔɪt
exploits,ɛkspɫɔɪts
explored,ɪkspɫɔɹd
exporters,ɪkspɔɹtɝz
extend,ɪkstɛnd
extortion,ɛkstɔɹʃən
extract,ɪkstɹækt
extremely,ɛkstɹimɫi
extrudes,ɪkstɹudz
exultant,ɪɡzəɫtənt
eye,aɪ
eyedrops,aɪdɹɑps
eyelets,aɪɫəts
eyewear,aɪwɛɹ
eyster,eɪstɝ
ezzo,ɛzoʊ
fabbri,fæbɹi
fabien,fæbin
fabrizi,fɑbɹizi
facchini,fɑkini
facemire,fɑtʃɛmɪɹi
facey,feɪsi
facings,feɪsɪŋz
factions,fækʃənz
factors,fæktɝz
fad,fæd
faden,feɪdən
fag,fæɡ
fagley,fæɡɫi
fahmy,fɑmi
failla,feɪɫə
faintest,feɪntəst
fairbairn,fɛɹbɝn
fairer,fɛɹɝ
fairies,fɛɹiz
fairness,fɛɹnəs
faison,feɪzən
fajita,fədʒitə
falafel,fəɫɑfəɫ
falck,fæɫk
falconets,fæɫkənɛts
falik,fɑɫɪk
falkner,fɔknɝ
fallaw,fæɫɔ
fallish,fɑɫɪʃ
falvo,fɑɫvoʊ
fame,feɪm
famous,feɪməs
fancy,fænsi
fang,fæŋ
fanned,fænd
fanta,fɑntə
fantini,fɑntini
fars,fɑɹz
faraha,fɑɹəhɑ
farber,fɑɹbɝ
faretlow,fəɹɛtɫoʊ
farhat,fɑɹhæt
farinas,fɝinəz
farler,fɑɹɫɝ
farmed,fɑɹmd
farney,fɑɹni
farrand,fæɹənd
farrey,fæɹi
farrowing,fæɹoʊɪŋ
farther,fɑɹðɝ
fasbender,fæsbɛndɝ
fascism,fæʃɪzəm
fashions,fæʃənz
fassett,fæsɪt
fasten,fæsən
faster,fæstɝ
fatah,fɑtə
fate,feɪt
fatheree,fæθɝi
fattening,fætnɪŋ
fauber,faʊbɝ
faucheux,foʊʃoʊ
faulds,fɔɫdz
faulted,fɔɫtɪd
faust,faʊst
favale,fɑvɑɫi
favinger,feɪvɪŋɝ
favorite,feɪvɹət
favro,fævɹoʊ
faxer,fæksɝ
fayed,feɪd
faze,feɪz
fcc,ɛfsisi
fealty,fiɫti
fearsome,fɪɹsəm
feat,fit
featuring,fitʃɝɪŋ
fecal,fikəɫ
fed,fɛd
fedeli,fɛdɛɫi
federally,fɛdɝəɫi
feds,fɛdz
feeding,fidɪŋ
feelers,fiɫɝz
feeny,fini
feher,fɛhɝ
fehringer,fɛɹɪŋɝ
feighan,feɪɡən
feimster,faɪmstɝ
feinman,faɪnmən
feit,faɪt
felber,fɛɫbɝ
felderman,fɛɫdɝmən
feldspar,fɛɫdspɑɹ
felicias,fəɫiʃəz
felim,fɛɫəm
felkner,fɛɫknɝ
fellers,fɛɫɝz
fellows,fɛɫoʊz
felten,fɛɫtən
felty,fɛɫti
feminine,fɛmənən
fen,fɛn
fended,fɛndɪd
fendt,fɛnt
fenjves,fɛnvɛz
fennessey,fɛnɪsi
fenwood,fɛnwʊd
feral,fɛɹəɫ
ferdlow,fɛɹdɫoʊ
ferger,fɝɡɝ
ferland,fɝɫənd
fernand,fɝnænd
fernandos,fɝnændoʊz
fernicola,fɝnikoʊɫə
ferraioli,fɛɹaɪoʊɫi
ferreiro,fɛɹɛɹoʊ
ferrero,fɛɹɛɹoʊ
ferried,fɛɹid
ferris,fɛɹɪs
ferry,fɛɹi
fertility,fɝtɪɫɪti
ferullo,fɝuɫoʊ
fesler,fɛsəɫɝ
festa,fɛstə
festive,fɛstɪv
fetch,fɛtʃ
fetishism,fɛtɪʃɪzəm
fette,fɛt
fetting,fɛtɪŋ
feulner,fɔɪɫnɝ
fevers,fivɝz
fi,fi
fibrin,faɪbɹən
ficarra,fɪkɑɹə
ficke,fɪk
fico,fikoʊ
fidata,fɪdɑtə
fiddles,fɪdəɫz
fidenas,fɪdɪnəs
fiedlers,fidɫɝz
fields,fiɫdz
fields,fiɫdz
fiercely,fɪɹsɫi
fierstein,fiɹstaɪn
fifield,fɪfiɫd
fifths,fɪfθs
figel,fɪɡəɫ
fighters,faɪtɝz
figler,fɪɡɫɝ
figurine,fɪɡjɝin
fil,fɪɫ
filched,fɪɫtʃt
filers,faɪɫɝz
filigree,fɪɫəɡɹi
filipino,fɪɫəpinoʊ
filippone,fɪɫɪpoʊn
fillet,fəɫeɪ
fillinger,fɪɫɪŋɝ
film,fɪɫm
filtered,fɪɫtɝd
filyaw,fɪɫiɑv
finale,fənæɫi
finamore,fɪnəmɔɹ
financer,fɪnænsɝ
financing,faɪnænsɪŋ
finding,faɪndɪŋ
fined,faɪnd
finerty,fɪnɝti
finger,fɪŋɡɝ
finicky,fɪnəki
finishing,fɪnɪʃɪŋ
finkler,fɪŋkɫɝ
finley,fɪnɫi
finneran,fɪnɝæn
fino,finoʊ
finton,fɪntən
fipple,fɪpəɫ
firearms,faɪɝɑɹmz
firefox,faɪɝfɔks
firestone,faɪɹstoʊn
firing,faɪɝɹɪŋ
firman,fɝmən
firms,fɝmz
firstborn,fɝstbɔɹn
fischbein,fɪʃbaɪn
fiser,faɪzɝ
fishbein,fɪʃbaɪn
fishers,fɪʃɝz
fishing,fɪʃɪŋ
fiske,fɪsk
fists,fɪsts
fithe,fɪθ
fittest,fɪtəst
fitzer,fɪtsɝ
five,faɪv
fixings,fɪksɪŋz
fizzling,fɪzəɫɪŋ
flaccid,fɫækɪd
flagellum,fɫədʒɛɫəm
flagpole,fɫæɡpoʊɫ
flagstone,fɫæɡstoʊn
flak,fɫæk
flamed,fɫeɪmd
flanders,fɫændɝz
flann,fɫæn
flared,fɫɛɹd
flashgun,fɫæʃɡən
flask,fɫæsk
flato,fɫætoʊ
flattery,fɫætɝi
flavored,fɫeɪvɝd
flaw,fɫɔ
flayed,fɫeɪd
fledge,fɫɛdʒ
fleeger,fɫiɡɝ
fleeting,fɫitɪŋ
fleischer,fɫaɪʃɝ
fleisss,fɫaɪsɪz
flemmer,fɫɛmɝ
fleshed,fɫɛʃt
fleuri,fɫɝɹi
flexi,fɫɛksi
flicek,fɫɪtʃɛk
flied,fɫaɪd
flights,fɫaɪts
flinching,fɫɪntʃɪŋ
flints,fɫɪnts
flipped,fɫɪpt
flocking,fɫɑkɪŋ
flonorial,fɫɑnɔɹiəɫ
floods,fɫədz
flop,fɫɑp
flore,fɫɔɹ
florey,fɫɔɹi
florry,fɫɔɹi
flounce,fɫaʊns
flowchart,fɫoʊtʃɑɹt
flowery,fɫaʊɝi
fluent,fɫuənt
fluhr,fɫɝ
flukes,fɫuks
flunking,fɫəŋkɪŋ
fluorine,fɫʊɹin
flushed,fɫəʃt
flutist,fɫutɪst
fly,fɫaɪ
flythe,fɫaɪð
foaling,foʊɫɪŋ
fobes,foʊbz
focuses,foʊkəsɪz
foehlich,foʊɫɪtʃ
fogarty,foʊɡɑɹti
fogg,fɑɡ
foglio,fɑɡɫioʊ
foil,fɔɪɫ
fokker,fɑkɝ
folders,foʊɫdɝz
folino,foʊɫinoʊ
folkman,foʊkmən
folland,fɑɫənd
follis,fɑɫɪs
fomon,foʊmən
fondle,fɔndəɫ
fone,foʊn
fonts,fɑnts
foodmaker,fudmeɪkɝ
foodways,fudweɪz
foothill,fʊthɪɫ
footnote,fʊtnoʊt
footwall,fʊtwɔɫ
forayed,fɔɹeɪd
forbess,fɔɹbɛs
forbus,fɔɹbɪs
forces,fɔɹsɪz
fordice,fɔɹdaɪs
foree,fɔɹi
foreigner,fɔɹnɝ
forelimbs,fɔɹɫɪmz
foresees,fɔɹsiz
forestall,fɔɹstɔɫ
foret,fɔɹɛt
forever,fɝɛvɝ
forex,fɔɹɛks
forged,fɔɹdʒd
forgets,fɝɡɛts
forgings,fɔdʒɪŋz
forgives,fɝɡɪvz
