[1/100] - ptime: 15.89 loss_d: 1.365, loss_g: 0.728
[1/100] - ptime: 14.49 loss_d: 1.375, loss_g: 0.846
Word: abie  	Gen. IPA: kkkkk 	Real IPA: æbi
Word: nods  	Gen. IPA: iptɔo 	Real IPA: nɑdz
Word: novi  	Gen. IPA: iptɔj 	Real IPA: noʊvi
Word: palla 	Gen. IPA: ipnpp 	Real IPA: pæɫə
Word: pense 	Gen. IPA: ipnpn 	Real IPA: pɛns
Word: pung  	Gen. IPA: ipnpn 	Real IPA: pəŋ
Word: quick 	Gen. IPA: ipndi 	Real IPA: kwɪk
Word: rabel 	Gen. IPA: ipnnb 	Real IPA: ɹæbəɫ
Word: rado  	Gen. IPA: ipnnn 	Real IPA: ɹɑdoʊ
Word: rasp  	Gen. IPA: ipnnz 	Real IPA: ɹæsp
Word: richa 	Gen. IPA: ipnnt 	Real IPA: ɹɪtʃə
Word: roehm 	Gen. IPA: ipnni 	Real IPA: ɹoʊm
Word: rolt  	Gen. IPA: ipnnt 	Real IPA: ɹoʊɫt
Word: sahm  	Gen. IPA: ipnzɹ 	Real IPA: sæm
Word: sant  	Gen. IPA: ipnzn 	Real IPA: sænt
Word: searl 	Gen. IPA: ipnzɝ 	Real IPA: sɝɫ
Word: shunk 	Gen. IPA: ipnzɝ 	Real IPA: ʃəŋk
Word: snoop 	Gen. IPA: ipnzn 	Real IPA: snup
Word: sous  	Gen. IPA: ipnzɝ 	Real IPA: suz
Word: stac  	Gen. IPA: ipnzɝ 	Real IPA: stæk
Word: sudan 	Gen. IPA: ipnzz 	Real IPA: sudæn
Word: tansy 	Gen. IPA: ipnsn 	Real IPA: tænzi
Word: tele  	Gen. IPA: ipnst 	Real IPA: tɛɫi
Word: terms 	Gen. IPA: ipnsɔ 	Real IPA: tɝmz
Word: tibia 	Gen. IPA: ipnsb 	Real IPA: tɪbiə
Word: tosch 	Gen. IPA: ipnsz 	Real IPA: tɔʃ
Word: trill 	Gen. IPA: ipnsi 	Real IPA: tɹɪɫ
Word: ulee  	Gen. IPA: ipnɝt 	Real IPA: juɫi
Word: using 	Gen. IPA: ipnɝi 	Real IPA: juzɪŋ
Word: vase  	Gen. IPA: ipnjz 	Real IPA: veɪs
Word: viag  	Gen. IPA: ipnjɝ 	Real IPA: vaɪæɡ
Word: wakes 	Gen. IPA: ipnzf 	Real IPA: weɪks
Word: warm  	Gen. IPA: ipnzɔ 	Real IPA: wɔɹm
Word: weick 	Gen. IPA: ipnzz 	Real IPA: wik
Word: with  	Gen. IPA: ipnzs 	Real IPA: wɪθ
Word: wolfe 	Gen. IPA: ipnzt 	Real IPA: wʊɫf
Word: yauch 	Gen. IPA: ipnff 	Real IPA: jɔtʃ
Word: yikes 	Gen. IPA: ipnɔu 	Real IPA: jaɪks
[57/100] - ptime: 13.74 loss_d: 0.975, loss_g: 3.207
Word: abie  	Gen. IPA: iiiuu 	Real IPA: æbi
Word: aglow 	Gen. IPA: iiiii 	Real IPA: əɡɫoʊ
Word: aikin 	Gen. IPA: iiiuu 	Real IPA: eɪkɪn
Word: ame   	Gen. IPA: iiiuu 	Real IPA: eɪm
Word: anast 	Gen. IPA: iiiii 	Real IPA: ɑnɑst
Word: autos 	Gen. IPA: iiiii 	Real IPA: ɔtoʊz
Word: awed  	Gen. IPA: iiiuu 	Real IPA: ɔd
Word: babas 	Gen. IPA: iiiii 	Real IPA: bɑbəz
Word: baier 	Gen. IPA: iiiuu 	Real IPA: beɪɝ
Word: baz   	Gen. IPA: iiiii 	Real IPA: bæz
Word: bein  	Gen. IPA: iiiuu 	Real IPA: biɪn
Word: betta 	Gen. IPA: iiiuu 	Real IPA: bɛtə
Word: bihl  	Gen. IPA: iiiuu 	Real IPA: bɪɫ
Word: brine 	Gen. IPA: iiiuu 	Real IPA: bɹaɪn
Word: broth 	Gen. IPA: iiiii 	Real IPA: bɹɔθ
Word: bunch 	Gen. IPA: iiiii 	Real IPA: bəntʃ
Word: ciel  	Gen. IPA: iiiuu 	Real IPA: siɫ
Word: comes 	Gen. IPA: iiiiu 	Real IPA: kəmz
Word: copp  	Gen. IPA: iiiii 	Real IPA: kɑp
Word: cowl  	Gen. IPA: iiiii 	Real IPA: kaʊɫ
Word: crary 	Gen. IPA: iiiii 	Real IPA: kɝɛɹi
Word: dafoe 	Gen. IPA: iiiiu 	Real IPA: dæfoʊ
Word: dehm  	Gen. IPA: iiiuu 	Real IPA: dɛm
Word: delft 	Gen. IPA: iiiuu 	Real IPA: dɛɫft
Word: dicta 	Gen. IPA: iiiuu 	Real IPA: dɪktɑ
Word: doge  	Gen. IPA: iiiiu 	Real IPA: doʊdʒ
Word: erina 	Gen. IPA: iiuuu 	Real IPA: ɝinə
Word: every 	Gen. IPA: iiuuu 	Real IPA: ɛvɹi
Word: eyes  	Gen. IPA: iiuuu 	Real IPA: aɪz
Word: fiat  	Gen. IPA: iiiuu 	Real IPA: faɪæt
Word: fouhy 	Gen. IPA: iiiii 	Real IPA: fui
Word: gaar  	Gen. IPA: iiiii 	Real IPA: ɡɑɹ
Word: genre 	Gen. IPA: iiiuu 	Real IPA: ʒɑnɹə
Word: gerk  	Gen. IPA: iiiuu 	Real IPA: ɡɝk
Word: ghent 	Gen. IPA: iiiuu 	Real IPA: ɡɛnt
Word: glint 	Gen. IPA: iiiuu 	Real IPA: ɡɫɪnt
Word: goree 	Gen. IPA: iiiiu 	Real IPA: ɡɔɹi
Word: grob  	Gen. IPA: iiiii 	Real IPA: ɡɹɑb
Word: hooke 	Gen. IPA: iiiiu 	Real IPA: hʊk
Word: ifas  	Gen. IPA: iiuuu 	Real IPA: aɪfəs
Word: imbed 	Gen. IPA: iiuuu 	Real IPA: ɪmbɛd
Word: issa  	Gen. IPA: iiuuu 	Real IPA: ɪsə
Word: jacks 	Gen. IPA: iiiii 	Real IPA: dʒæks
Word: jut   	Gen. IPA: iiiii 	Real IPA: dʒət
Word: kelm  	Gen. IPA: iiiuu 	Real IPA: kɛɫm
Word: kerin 	Gen. IPA: iiiuu 	Real IPA: kɛɹɪn
Word: kis   	Gen. IPA: iiiuu 	Real IPA: kɪs
Word: kolb  	Gen. IPA: iiiii 	Real IPA: koʊɫb
Word: lape  	Gen. IPA: iiiiu 	Real IPA: ɫeɪp
Word: leija 	Gen. IPA: iiiuu 	Real IPA: ɫijə
Word: lord  	Gen. IPA: iiiii 	Real IPA: ɫɔɹd
Word: lucco 	Gen. IPA: iiiii 	Real IPA: ɫukoʊ
Word: mails 	Gen. IPA: iiiuu 	Real IPA: meɪɫz
Word: manzi 	Gen. IPA: iiiiu 	Real IPA: mænzi
Word: marfa 	Gen. IPA: iiiii 	Real IPA: mɑɹfə
Word: matus 	Gen. IPA: iiiii 	Real IPA: mætɪs
Word: meave 	Gen. IPA: iiiuu 	Real IPA: miv
Word: mores 	Gen. IPA: iiiiu 	Real IPA: mɔɹiz
Word: mruk  	Gen. IPA: iiiii 	Real IPA: mɹək
Word: ndour 	Gen. IPA: iiiii 	Real IPA: ndaʊɹ
Word: nang  	Gen. IPA: iiiii 	Real IPA: næŋ
Word: nazer 	Gen. IPA: iiiiu 	Real IPA: neɪzɝ
Word: ninny 	Gen. IPA: iiiuu 	Real IPA: nɪni
Word: nods  	Gen. IPA: iiiii 	Real IPA: nɑdz
Word: novi  	Gen. IPA: iiiiu 	Real IPA: noʊvi
Word: palla 	Gen. IPA: iiiii 	Real IPA: pæɫə
Word: pense 	Gen. IPA: iiiuu 	Real IPA: pɛns
Word: pung  	Gen. IPA: iiiii 	Real IPA: pəŋ
Word: quick 	Gen. IPA: iiiuu 	Real IPA: kwɪk
Word: rabel 	Gen. IPA: iiiiu 	Real IPA: ɹæbəɫ
Word: rado  	Gen. IPA: iiiii 	Real IPA: ɹɑdoʊ
Word: rasp  	Gen. IPA: iiiii 	Real IPA: ɹæsp
Word: richa 	Gen. IPA: iiiuu 	Real IPA: ɹɪtʃə
Word: roehm 	Gen. IPA: iiiuu 	Real IPA: ɹoʊm
Word: rolt  	Gen. IPA: iiiii 	Real IPA: ɹoʊɫt
Word: sahm  	Gen. IPA: iiiii 	Real IPA: sæm
Word: sant  	Gen. IPA: iiiii 	Real IPA: sænt
Word: searl 	Gen. IPA: iiiuu 	Real IPA: sɝɫ
Word: shunk 	Gen. IPA: iiiii 	Real IPA: ʃəŋk
Word: snoop 	Gen. IPA: iiiii 	Real IPA: snup
Word: sous  	Gen. IPA: iiiii 	Real IPA: suz
Word: stac  	Gen. IPA: iiiii 	Real IPA: stæk
Word: sudan 	Gen. IPA: iiiii 	Real IPA: sudæn
Word: tansy 	Gen. IPA: iiiii 	Real IPA: tænzi
Word: tele  	Gen. IPA: iiiuu 	Real IPA: tɛɫi
Word: terms 	Gen. IPA: iiiuu 	Real IPA: tɝmz
Word: tibia 	Gen. IPA: iiiuu 	Real IPA: tɪbiə
Word: tosch 	Gen. IPA: iiiii 	Real IPA: tɔʃ
Word: trill 	Gen. IPA: iiiuu 	Real IPA: tɹɪɫ
Word: ulee  	Gen. IPA: iiiuu 	Real IPA: juɫi
Word: using 	Gen. IPA: iiiuu 	Real IPA: juzɪŋ
Word: vase  	Gen. IPA: iiiiu 	Real IPA: veɪs
Word: viag  	Gen. IPA: iiiuu 	Real IPA: vaɪæɡ
Word: wakes 	Gen. IPA: iiiiu 	Real IPA: weɪks
Word: warm  	Gen. IPA: iiiii 	Real IPA: wɔɹm
Word: weick 	Gen. IPA: iiiuu 	Real IPA: wik
Word: with  	Gen. IPA: iiiuu 	Real IPA: wɪθ
Word: wolfe 	Gen. IPA: iiiiu 	Real IPA: wʊɫf
Word: yauch 	Gen. IPA: iiiii 	Real IPA: jɔtʃ
Word: yikes 	Gen. IPA: iiiuu 	Real IPA: jaɪks
[58/100] - ptime: 13.72 loss_d: 0.751, loss_g: 3.576
Word: abie  	Gen. IPA: iiiuu 	Real IPA: æbi
Word: aglow 	Gen. IPA: iiiii 	Real IPA: əɡɫoʊ
Word: aikin 	Gen. IPA: iiiuu 	Real IPA: eɪkɪn
Word: ame   	Gen. IPA: iiiuu 	Real IPA: eɪm
Word: anast 	Gen. IPA: iiiii 	Real IPA: ɑnɑst
Word: autos 	Gen. IPA: iiiii 	Real IPA: ɔtoʊz
Word: awed  	Gen. IPA: iiiuu 	Real IPA: ɔd
Word: babas 	Gen. IPA: iiiii 	Real IPA: bɑbəz
Word: baier 	Gen. IPA: iiiuu 	Real IPA: beɪɝ
Word: baz   	Gen. IPA: iiiii 	Real IPA: bæz
Word: bein  	Gen. IPA: iiiuu 	Real IPA: biɪn
Word: betta 	Gen. IPA: iiiuu 	Real IPA: bɛtə
Word: bihl  	Gen. IPA: iiiuu 	Real IPA: bɪɫ
Word: brine 	Gen. IPA: iiiuu 	Real IPA: bɹaɪn
Word: broth 	Gen. IPA: iiiii 	Real IPA: bɹɔθ
Word: bunch 	Gen. IPA: iiiii 	Real IPA: bəntʃ
Word: ciel  	Gen. IPA: iiiuu 	Real IPA: siɫ
Word: comes 	Gen. IPA: iiiiu 	Real IPA: kəmz
Word: copp  	Gen. IPA: iiiii 	Real IPA: kɑp
Word: cowl  	Gen. IPA: iiiii 	Real IPA: kaʊɫ
Word: crary 	Gen. IPA: iiiii 	Real IPA: kɝɛɹi
Word: dafoe 	Gen. IPA: iiiiu 	Real IPA: dæfoʊ
Word: dehm  	Gen. IPA: iiiuu 	Real IPA: dɛm
Word: delft 	Gen. IPA: iiiuu 	Real IPA: dɛɫft
Word: dicta 	Gen. IPA: iiiuu 	Real IPA: dɪktɑ
Word: doge  	Gen. IPA: iiiiu 	Real IPA: doʊdʒ
Word: erina 	Gen. IPA: iiuuu 	Real IPA: ɝinə
Word: every 	Gen. IPA: iiuuu 	Real IPA: ɛvɹi
Word: eyes  	Gen. IPA: iiuuu 	Real IPA: aɪz
Word: fiat  	Gen. IPA: iiiuu 	Real IPA: faɪæt
Word: fouhy 	Gen. IPA: iiiii 	Real IPA: fui
Word: gaar  	Gen. IPA: iiiii 	Real IPA: ɡɑɹ
Word: genre 	Gen. IPA: iiiuu 	Real IPA: ʒɑnɹə
Word: gerk  	Gen. IPA: iiiuu 	Real IPA: ɡɝk
Word: ghent 	Gen. IPA: iiiuu 	Real IPA: ɡɛnt
Word: glint 	Gen. IPA: iiiuu 	Real IPA: ɡɫɪnt
Word: goree 	Gen. IPA: iiiiu 	Real IPA: ɡɔɹi
Word: grob  	Gen. IPA: iiiii 	Real IPA: ɡɹɑb
Word: hooke 	Gen. IPA: iiiiu 	Real IPA: hʊk
Word: ifas  	Gen. IPA: iiuuu 	Real IPA: aɪfəs
Word: imbed 	Gen. IPA: iiuuu 	Real IPA: ɪmbɛd
Word: issa  	Gen. IPA: iiuuu 	Real IPA: ɪsə
Word: jacks 	Gen. IPA: iiiii 	Real IPA: dʒæks
Word: jut   	Gen. IPA: iiiii 	Real IPA: dʒət
Word: kelm  	Gen. IPA: iiiuu 	Real IPA: kɛɫm
Word: kerin 	Gen. IPA: iiiuu 	Real IPA: kɛɹɪn
Word: kis   	Gen. IPA: iiiuu 	Real IPA: kɪs
Word: kolb  	Gen. IPA: iiiii 	Real IPA: koʊɫb
Word: lape  	Gen. IPA: iiiiu 	Real IPA: ɫeɪp
Word: leija 	Gen. IPA: iiiuu 	Real IPA: ɫijə
Word: lord  	Gen. IPA: iiiii 	Real IPA: ɫɔɹd
Word: lucco 	Gen. IPA: iiiii 	Real IPA: ɫukoʊ
Word: mails 	Gen. IPA: iiiuu 	Real IPA: meɪɫz
Word: manzi 	Gen. IPA: iiiiu 	Real IPA: mænzi
Word: marfa 	Gen. IPA: iiiii 	Real IPA: mɑɹfə
Word: matus 	Gen. IPA: iiiii 	Real IPA: mætɪs
Word: meave 	Gen. IPA: iiiuu 	Real IPA: miv
Word: mores 	Gen. IPA: iiiiu 	Real IPA: mɔɹiz
Word: mruk  	Gen. IPA: iiiii 	Real IPA: mɹək
Word: ndour 	Gen. IPA: iiiii 	Real IPA: ndaʊɹ
Word: nang  	Gen. IPA: iiiii 	Real IPA: næŋ
Word: nazer 	Gen. IPA: iiiiu 	Real IPA: neɪzɝ
Word: ninny 	Gen. IPA: iiiuu 	Real IPA: nɪni
Word: nods  	Gen. IPA: iiiii 	Real IPA: nɑdz
Word: novi  	Gen. IPA: iiiiu 	Real IPA: noʊvi
Word: palla 	Gen. IPA: iiiii 	Real IPA: pæɫə
Word: pense 	Gen. IPA: iiiuu 	Real IPA: pɛns
Word: pung  	Gen. IPA: iiiii 	Real IPA: pəŋ
Word: quick 	Gen. IPA: iiiuu 	Real IPA: kwɪk
Word: rabel 	Gen. IPA: iiiiu 	Real IPA: ɹæbəɫ
Word: rado  	Gen. IPA: iiiii 	Real IPA: ɹɑdoʊ
Word: rasp  	Gen. IPA: iiiii 	Real IPA: ɹæsp
Word: richa 	Gen. IPA: iiiuu 	Real IPA: ɹɪtʃə
Word: roehm 	Gen. IPA: iiiuu 	Real IPA: ɹoʊm
Word: rolt  	Gen. IPA: iiiii 	Real IPA: ɹoʊɫt
Word: sahm  	Gen. IPA: iiiii 	Real IPA: sæm
Word: sant  	Gen. IPA: iiiii 	Real IPA: sænt
Word: searl 	Gen. IPA: iiiuu 	Real IPA: sɝɫ
Word: shunk 	Gen. IPA: iiiii 	Real IPA: ʃəŋk
Word: snoop 	Gen. IPA: iiiii 	Real IPA: snup
Word: sous  	Gen. IPA: iiiii 	Real IPA: suz
Word: stac  	Gen. IPA: iiiii 	Real IPA: stæk
Word: sudan 	Gen. IPA: iiiii 	Real IPA: sudæn
Word: tansy 	Gen. IPA: iiiii 	Real IPA: tænzi
Word: tele  	Gen. IPA: iiiuu 	Real IPA: tɛɫi
Word: terms 	Gen. IPA: iiiuu 	Real IPA: tɝmz
Word: tibia 	Gen. IPA: iiiuu 	Real IPA: tɪbiə
Word: tosch 	Gen. IPA: iiiii 	Real IPA: tɔʃ
Word: trill 	Gen. IPA: iiiuu 	Real IPA: tɹɪɫ
Word: ulee  	Gen. IPA: iiiuu 	Real IPA: juɫi
Word: using 	Gen. IPA: iiiuu 	Real IPA: juzɪŋ
Word: vase  	Gen. IPA: iiiiu 	Real IPA: veɪs
Word: viag  	Gen. IPA: iiiuu 	Real IPA: vaɪæɡ
Word: wakes 	Gen. IPA: iiiiu 	Real IPA: weɪks
Word: warm  	Gen. IPA: iiiii 	Real IPA: wɔɹm
Word: weick 	Gen. IPA: iiiuu 	Real IPA: wik
Word: with  	Gen. IPA: iiiuu 	Real IPA: wɪθ
Word: wolfe 	Gen. IPA: iiiiu 	Real IPA: wʊɫf
Word: yauch 	Gen. IPA: iiiii 	Real IPA: jɔtʃ
Word: yikes 	Gen. IPA: iiiuu 	Real IPA: jaɪks
[59/100] - ptime: 13.72 loss_d: 0.623, loss_g: 3.930
Word: abie  	Gen. IPA: pnpnɝ 	Real IPA: æbi
Word: aglow 	Gen. IPA: pnpnɝ 	Real IPA: əɡɫoʊ
Word: aikin 	Gen. IPA: pnpnɝ 	Real IPA: eɪkɪn
Word: ame   	Gen. IPA: pnpnɝ 	Real IPA: eɪm
Word: anast 	Gen. IPA: pnpnn 	Real IPA: ɑnɑst
Word: autos 	Gen. IPA: pnpns 	Real IPA: ɔtoʊz
Word: awed  	Gen. IPA: pnpnɝ 	Real IPA: ɔd
Word: babas 	Gen. IPA: pnpnz 	Real IPA: bɑbəz
Word: baier 	Gen. IPA: pnpnb 	Real IPA: beɪɝ
Word: baz   	Gen. IPA: pnpnb 	Real IPA: bæz
Word: bein  	Gen. IPA: pnpnb 	Real IPA: biɪn
Word: betta 	Gen. IPA: pnpnb 	Real IPA: bɛtə
Word: bihl  	Gen. IPA: pnpnb 	Real IPA: bɪɫ
Word: brine 	Gen. IPA: pnpnb 	Real IPA: bɹaɪn
Word: broth 	Gen. IPA: pnpnb 	Real IPA: bɹɔθ
Word: bunch 	Gen. IPA: pnpnb 	Real IPA: bəntʃ
Word: ciel  	Gen. IPA: pnpnt 	Real IPA: siɫ
Word: comes 	Gen. IPA: pnpnt 	Real IPA: kəmz
Word: copp  	Gen. IPA: pnpnt 	Real IPA: kɑp
Word: cowl  	Gen. IPA: pnpnt 	Real IPA: kaʊɫ
Word: crary 	Gen. IPA: pnpnt 	Real IPA: kɝɛɹi
Word: dafoe 	Gen. IPA: pnpɔn 	Real IPA: dæfoʊ
Word: dehm  	Gen. IPA: pnpɔn 	Real IPA: dɛm
Word: delft 	Gen. IPA: pnpɔn 	Real IPA: dɛɫft
Word: dicta 	Gen. IPA: pnpɔn 	Real IPA: dɪktɑ
Word: doge  	Gen. IPA: pnpɔn 	Real IPA: doʊdʒ
Word: erina 	Gen. IPA: pnpnɔ 	Real IPA: ɝinə
Word: every 	Gen. IPA: pnpnj 	Real IPA: ɛvɹi
Word: eyes  	Gen. IPA: pnpnf 	Real IPA: aɪz
Word: fiat  	Gen. IPA: pnpno 	Real IPA: faɪæt
Word: fouhy 	Gen. IPA: pnpnɝ 	Real IPA: fui
Word: gaar  	Gen. IPA: pnpnp 	Real IPA: ɡɑɹ
Word: genre 	Gen. IPA: pnpnp 	Real IPA: ʒɑnɹə
Word: gerk  	Gen. IPA: pnpnp 	Real IPA: ɡɝk
Word: ghent 	Gen. IPA: pnpnp 	Real IPA: ɡɛnt
Word: glint 	Gen. IPA: pnpnp 	Real IPA: ɡɫɪnt
Word: goree 	Gen. IPA: pnpnp 	Real IPA: ɡɔɹi
Word: grob  	Gen. IPA: pnpnp 	Real IPA: ɡɹɑb
Word: hooke 	Gen. IPA: pnpnɹ 	Real IPA: hʊk
Word: ifas  	Gen. IPA: pnpni 	Real IPA: aɪfəs
Word: imbed 	Gen. IPA: pnpni 	Real IPA: ɪmbɛd
Word: issa  	Gen. IPA: pnpni 	Real IPA: ɪsə
Word: jacks 	Gen. IPA: pnpnv 	Real IPA: dʒæks
Word: jut   	Gen. IPA: pnpnv 	Real IPA: dʒət
Word: kelm  	Gen. IPA: pnpnf 	Real IPA: kɛɫm
Word: kerin 	Gen. IPA: pnpnf 	Real IPA: kɛɹɪn
Word: kis   	Gen. IPA: pnpnf 	Real IPA: kɪs
Word: kolb  	Gen. IPA: pnpnf 	Real IPA: koʊɫb
Word: lape  	Gen. IPA: pnpnt 	Real IPA: ɫeɪp
Word: leija 	Gen. IPA: pnpnt 	Real IPA: ɫijə
Word: lord  	Gen. IPA: pnpnt 	Real IPA: ɫɔɹd
Word: lucco 	Gen. IPA: pnpnɝ 	Real IPA: ɫukoʊ
Word: mails 	Gen. IPA: pnpnv 	Real IPA: meɪɫz
Word: manzi 	Gen. IPA: pnpnv 	Real IPA: mænzi
Word: marfa 	Gen. IPA: pnpnv 	Real IPA: mɑɹfə
Word: matus 	Gen. IPA: pnpnv 	Real IPA: mætɪs
Word: meave 	Gen. IPA: pnpnv 	Real IPA: miv
Word: mores 	Gen. IPA: pnpnv 	Real IPA: mɔɹiz
Word: mruk  	Gen. IPA: pnpnv 	Real IPA: mɹək
Word: ndour 	Gen. IPA: pnpɔo 	Real IPA: ndaʊɹ
Word: nang  	Gen. IPA: pnpɔɝ 	Real IPA: næŋ
Word: nazer 	Gen. IPA: pnpɔn 	Real IPA: neɪzɝ
Word: ninny 	Gen. IPA: pnpɔi 	Real IPA: nɪni
Word: nods  	Gen. IPA: pnpɔo 	Real IPA: nɑdz
Word: novi  	Gen. IPA: pnpɔn 	Real IPA: noʊvi
Word: palla 	Gen. IPA: pnpnp 	Real IPA: pæɫə
Word: pense 	Gen. IPA: pnpnp 	Real IPA: pɛns
Word: pung  	Gen. IPA: pnpnp 	Real IPA: pəŋ
Word: quick 	Gen. IPA: pnpnd 	Real IPA: kwɪk
Word: rabel 	Gen. IPA: pnpnɔ 	Real IPA: ɹæbəɫ
Word: rado  	Gen. IPA: pnpnɔ 	Real IPA: ɹɑdoʊ
Word: rasp  	Gen. IPA: pnpnɔ 	Real IPA: ɹæsp
Word: richa 	Gen. IPA: pnpnɔ 	Real IPA: ɹɪtʃə
Word: roehm 	Gen. IPA: pnpnɔ 	Real IPA: ɹoʊm
Word: rolt  	Gen. IPA: pnpnɔ 	Real IPA: ɹoʊɫt
Word: sahm  	Gen. IPA: pnpnz 	Real IPA: sæm
Word: sant  	Gen. IPA: pnpnz 	Real IPA: sænt
Word: searl 	Gen. IPA: pnpnz 	Real IPA: sɝɫ
Word: shunk 	Gen. IPA: pnpnz 	Real IPA: ʃəŋk
Word: snoop 	Gen. IPA: pnpnz 	Real IPA: snup
Word: sous  	Gen. IPA: pnpnz 	Real IPA: suz
Word: stac  	Gen. IPA: pnpnz 	Real IPA: stæk
Word: sudan 	Gen. IPA: pnpnz 	Real IPA: sudæn
Word: tansy 	Gen. IPA: pnpns 	Real IPA: tænzi
Word: tele  	Gen. IPA: pnpns 	Real IPA: tɛɫi
Word: terms 	Gen. IPA: pnpns 	Real IPA: tɝmz
Word: tibia 	Gen. IPA: pnpns 	Real IPA: tɪbiə
Word: tosch 	Gen. IPA: pnpns 	Real IPA: tɔʃ
Word: trill 	Gen. IPA: pnpns 	Real IPA: tɹɪɫ
Word: ulee  	Gen. IPA: pnpnɝ 	Real IPA: juɫi
Word: using 	Gen. IPA: pnpnɝ 	Real IPA: juzɪŋ
Word: vase  	Gen. IPA: pnpnj 	Real IPA: veɪs
Word: viag  	Gen. IPA: pnpnj 	Real IPA: vaɪæɡ
Word: wakes 	Gen. IPA: pnpnz 	Real IPA: weɪks
Word: warm  	Gen. IPA: pnpnz 	Real IPA: wɔɹm
Word: weick 	Gen. IPA: pnpnz 	Real IPA: wik
Word: with  	Gen. IPA: pnpnz 	Real IPA: wɪθ
Word: wolfe 	Gen. IPA: pnpnz 	Real IPA: wʊɫf
Word: yauch 	Gen. IPA: pnpnf 	Real IPA: jɔtʃ
Word: yikes 	Gen. IPA: pnpnz 	Real IPA: jaɪks
[60/100] - ptime: 13.74 loss_d: 0.690, loss_g: 3.928
Word: abie  	Gen. IPA: iiiuu 	Real IPA: æbi
Word: aglow 	Gen. IPA: iiiii 	Real IPA: əɡɫoʊ
Word: aikin 	Gen. IPA: iiiuu 	Real IPA: eɪkɪn
Word: ame   	Gen. IPA: iiiuu 	Real IPA: eɪm
Word: anast 	Gen. IPA: iiiii 	Real IPA: ɑnɑst
Word: autos 	Gen. IPA: iiiii 	Real IPA: ɔtoʊz
Word: awed  	Gen. IPA: iiiuu 	Real IPA: ɔd
Word: babas 	Gen. IPA: iiiii 	Real IPA: bɑbəz
Word: baier 	Gen. IPA: iiiuu 	Real IPA: beɪɝ
Word: baz   	Gen. IPA: iiiii 	Real IPA: bæz
Word: bein  	Gen. IPA: iiiuu 	Real IPA: biɪn
Word: betta 	Gen. IPA: iiiuu 	Real IPA: bɛtə
Word: bihl  	Gen. IPA: iiiuu 	Real IPA: bɪɫ
Word: brine 	Gen. IPA: iiiuu 	Real IPA: bɹaɪn
Word: broth 	Gen. IPA: iiiii 	Real IPA: bɹɔθ
Word: bunch 	Gen. IPA: iiiii 	Real IPA: bəntʃ
Word: ciel  	Gen. IPA: iiiuu 	Real IPA: siɫ
Word: comes 	Gen. IPA: iiiiu 	Real IPA: kəmz
Word: copp  	Gen. IPA: iiiii 	Real IPA: kɑp
Word: cowl  	Gen. IPA: iiiii 	Real IPA: kaʊɫ
Word: crary 	Gen. IPA: iiiii 	Real IPA: kɝɛɹi
Word: dafoe 	Gen. IPA: iiiiu 	Real IPA: dæfoʊ
Word: dehm  	Gen. IPA: iiiuu 	Real IPA: dɛm
Word: delft 	Gen. IPA: iiiuu 	Real IPA: dɛɫft
Word: dicta 	Gen. IPA: iiiuu 	Real IPA: dɪktɑ
Word: doge  	Gen. IPA: iiiiu 	Real IPA: doʊdʒ
Word: erina 	Gen. IPA: iiuuu 	Real IPA: ɝinə
Word: every 	Gen. IPA: iiuuu 	Real IPA: ɛvɹi
Word: eyes  	Gen. IPA: iiuuu 	Real IPA: aɪz
Word: fiat  	Gen. IPA: iiiuu 	Real IPA: faɪæt
Word: fouhy 	Gen. IPA: iiiii 	Real IPA: fui
Word: gaar  	Gen. IPA: iiiii 	Real IPA: ɡɑɹ
Word: genre 	Gen. IPA: iiiuu 	Real IPA: ʒɑnɹə
Word: gerk  	Gen. IPA: iiiuu 	Real IPA: ɡɝk
Word: ghent 	Gen. IPA: iiiuu 	Real IPA: ɡɛnt
Word: glint 	Gen. IPA: iiiuu 	Real IPA: ɡɫɪnt
Word: goree 	Gen. IPA: iiiiu 	Real IPA: ɡɔɹi
Word: grob  	Gen. IPA: iiiii 	Real IPA: ɡɹɑb
Word: hooke 	Gen. IPA: iiiiu 	Real IPA: hʊk
Word: ifas  	Gen. IPA: iiuuu 	Real IPA: aɪfəs
Word: imbed 	Gen. IPA: iiuuu 	Real IPA: ɪmbɛd
Word: issa  	Gen. IPA: iiuuu 	Real IPA: ɪsə
Word: jacks 	Gen. IPA: iiiii 	Real IPA: dʒæks
Word: jut   	Gen. IPA: iiiii 	Real IPA: dʒət
Word: kelm  	Gen. IPA: iiiuu 	Real IPA: kɛɫm
Word: kerin 	Gen. IPA: iiiuu 	Real IPA: kɛɹɪn
Word: kis   	Gen. IPA: iiiuu 	Real IPA: kɪs
Word: kolb  	Gen. IPA: iiiii 	Real IPA: koʊɫb
Word: lape  	Gen. IPA: iiiiu 	Real IPA: ɫeɪp
Word: leija 	Gen. IPA: iiiuu 	Real IPA: ɫijə
Word: lord  	Gen. IPA: iiiii 	Real IPA: ɫɔɹd
Word: lucco 	Gen. IPA: iiiii 	Real IPA: ɫukoʊ
Word: mails 	Gen. IPA: iiiuu 	Real IPA: meɪɫz
Word: manzi 	Gen. IPA: iiiiu 	Real IPA: mænzi
Word: marfa 	Gen. IPA: iiiii 	Real IPA: mɑɹfə
