[1/100] - ptime: 18.52 loss_d: 1.364, loss_g: 0.622
[1/100] - ptime: 18.33 loss_d: 1.363, loss_g: 0.618
[1/100] - ptime: 18.49 loss_d: 1.332, loss_g: 0.636
Word: agnew     	Gen. IPA: znfhɪjovə 	Real IPA: æɡnju
Word: stocum    	Gen. IPA: həwæzeɹnh 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: ʒfteevɔɔm 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: soɪhmhnɡæ 	Real IPA: tɛsəɫɝ
Word: thriller  	Gen. IPA: ndbfɔwtɛe 	Real IPA: θɹɪɫɝ
Word: tracor    	Gen. IPA: æzfmzɔoɑd 	Real IPA: tɹɛkɝ
Word: tropworld 	Gen. IPA: ɑɛʒjæmθɡs 	Real IPA: tɹɑpwɝɫd
Word: unhinged  	Gen. IPA: oɡdwzæ tɑ 	Real IPA: ənhɪndʒd
Word: utters    	Gen. IPA: ɹss əsɪmɛ 	Real IPA: ətɝz
Word: views     	Gen. IPA: ɛfvbŋv ʊt 	Real IPA: vjuz
Word: voshell   	Gen. IPA: ʊænʒæwɔɡɹ 	Real IPA: vɑʃəɫ
Word: weisfeld  	Gen. IPA: dtŋseɡʊʊə 	Real IPA: waɪsfɛɫd
Word: whining   	Gen. IPA: ɹhvbj ŋɪθ 	Real IPA: waɪnɪŋ
Word: wogoman   	Gen. IPA: jedseʊmæw 	Real IPA: woʊɡoʊmən
Word: wyly      	Gen. IPA: jnjɪʊsbwm 	Real IPA: waɪɫi
Word: zirk      	Gen. IPA: ɪjmɑvɛbθŋ 	Real IPA: zɝk
[41/100] - ptime: 17.86 loss_d: 0.426, loss_g: 6.567
Word: agnew     	Gen. IPA: zjfhɪjovθ 	Real IPA: æɡnju
Word: alfaro    	Gen. IPA: dwedʊɹæjʊ 	Real IPA: ɑɫfɑɹoʊ
Word: announced 	Gen. IPA: ɡtɑdʒɹt ʒ 	Real IPA: ənaʊnst
Word: areas     	Gen. IPA: ʊszjdʊjfv 	Real IPA: ɛɹiəz
Word: authier   	Gen. IPA: ɔvŋo wsəʒ 	Real IPA: ɔθiɝ
Word: badges    	Gen. IPA: θɪəhɪvdnh 	Real IPA: bædʒɪz
Word: begelman  	Gen. IPA: hhəʒɔmnmn 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: æŋəjvnɑdʊ 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: f ɑæo bŋɑ 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: ænədmsnθw 	Real IPA: bɑs
Word: branch    	Gen. IPA: ɡŋɛ θɡævv 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: zeejjmmff 	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: hof ɔθɪɹʒ 	Real IPA: bɝtənz
Word: caraveras 	Gen. IPA: sbɔstʊθɹw 	Real IPA: kɑɹəvɛɹəz
Word: castillon 	Gen. IPA: tʒɛmhmɑɪn 	Real IPA: kæstɪɫɑn
Word: cherts    	Gen. IPA: ŋdɑəɹsmov 	Real IPA: tʃɝts
Word: citrano   	Gen. IPA: wjɡjoʊoʊf 	Real IPA: tʃitɹɑnoʊ
Word: combes    	Gen. IPA: mɹʊ mʊ nɔ 	Real IPA: koʊmz
Word: contest   	Gen. IPA: əʒntɡvɹwj 	Real IPA: kəntɛst
Word: cresap    	Gen. IPA:  θvjvɛʒvŋ 	Real IPA: kɹɛsəp
Word: cupit     	Gen. IPA: ɹɪɑ əθ dz 	Real IPA: kjupɪt
Word: deblock   	Gen. IPA: f sæ zmtθ 	Real IPA: dɛbɫək
Word: dicicco   	Gen. IPA: dsɡwŋmɪɹɔ 	Real IPA: dɪsɪkoʊ
Word: discussed 	Gen. IPA: bʊzmnɪʒɔs 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA: ɹeθfssɪhz 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA:  vɛʒtɛwzd 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: dʒʊtvjɛθæ 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA:  fszətɔ ɛ 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: tjvwzbzəθ 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: dnvŋvʒezo 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: jdfjɡɡɹzɪ 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA: ɪæɔtæsjzɪ 	Real IPA: fɹiks
Word: functions 	Gen. IPA: ɹzvbeθæeb 	Real IPA: fəŋkʃənz
Word: gehret    	Gen. IPA: zfŋɡobsŋɛ 	Real IPA: ɡɛɹɪt
Word: gilberg   	Gen. IPA: tŋæmm fʊɑ 	Real IPA: ɡɪɫbɝɡ
Word: gosnell   	Gen. IPA: jsoʒʒʒʊsɡ 	Real IPA: ɡɑsnəɫ
Word: greever   	Gen. IPA: ɛfdfzɔɹ ɹ 	Real IPA: ɡɹivɝ
Word: handlers  	Gen. IPA: jnzjɛɔæʊt 	Real IPA: hændəɫɝz
Word: homonym   	Gen. IPA: θzθɔɡfvmʒ 	Real IPA: hɔmənɪm
Word: howry     	Gen. IPA:  ʒsɛvsɹɑb 	Real IPA: haʊɹi
Word: impassion 	Gen. IPA: ɛʊɡæmoŋɑ  	Real IPA: ɪmpæʃən
Word: insilco   	Gen. IPA: ɔdʊssʊɪ ɡ 	Real IPA: ɪnsɪɫkoʊ
Word: jeanniot  	Gen. IPA: z ɛwæbææd 	Real IPA: dʒiniət
Word: jugglers  	Gen. IPA: v ɛɹndhʊz 	Real IPA: dʒəɡəɫɝz
Word: kerman    	Gen. IPA: vəɛetbɡɑj 	Real IPA: kɝmən
Word: kipling   	Gen. IPA: ɛnɹmwoooɔ 	Real IPA: kɪpɫɪŋ
Word: kral      	Gen. IPA: dɹbtɛjoɑb 	Real IPA: kɹæɫ
Word: kyodo     	Gen. IPA: zvθeɔæɪɡʊ 	Real IPA: kjoʊdoʊ
Word: laury     	Gen. IPA: ɛvwmbɪθʊɪ 	Real IPA: ɫɔɹi
Word: lein      	Gen. IPA: jɔtɡmɹoɑʒ 	Real IPA: ɫin
Word: loong     	Gen. IPA:  sθhf ɛhŋ 	Real IPA: ɫʊŋ
Word: mangling  	Gen. IPA: ɔæmʒzwdzn 	Real IPA: mæŋɡɫɪŋ
Word: maxy      	Gen. IPA: ɛθdje wwɪ 	Real IPA: mæksi
Word: mcglothin 	Gen. IPA: ʒŋɪvŋʒfɪw 	Real IPA: məɡɫɑθən
Word: merten    	Gen. IPA: ʊɑæwədt ɪ 	Real IPA: mɝtən
Word: mild      	Gen. IPA: ɛɛsŋtjʒɡd 	Real IPA: maɪɫd
Word: montanans 	Gen. IPA: wəvɔvhʒŋs 	Real IPA: mɑntænənz
Word: mourner   	Gen. IPA: ŋesjɔhɹjɪ 	Real IPA: mɔɹnɝ
Word: naylor    	Gen. IPA: sʊfɑdswzj 	Real IPA: neɪɫɝ
Word: nexis     	Gen. IPA: oɛdsθhʒtɔ 	Real IPA: nɛksɪs
Word: ocanas    	Gen. IPA: wmŋɡɛodms 	Real IPA: oʊkænəz
Word: okinawa   	Gen. IPA: zvfʒeɹvef 	Real IPA: oʊkɪnɑwə
Word: overkill  	Gen. IPA: sɔtɛŋɛ sn 	Real IPA: oʊvɝkɪɫ
Word: panties   	Gen. IPA: ʒɹfɛætəw  	Real IPA: pæntiz
Word: pennings  	Gen. IPA: ɪɪwzvjdθʊ 	Real IPA: pɛnɪŋz
Word: pettinger 	Gen. IPA: moɔfhesoʒ 	Real IPA: pɛtɪŋɝ
Word: plock     	Gen. IPA: tʒɡtnoʒoʒ 	Real IPA: pɫɑk
Word: pontiff   	Gen. IPA: ʊdwjnɔɑmɔ 	Real IPA: pɑntɪf
Word: prody     	Gen. IPA: eætθʊŋoəθ 	Real IPA: poʊdi
Word: pythons   	Gen. IPA: oæe nnθ ʒ 	Real IPA: paɪθɑnz
Word: ravinous  	Gen. IPA: jʊʒæehɹfɪ 	Real IPA: ɹeɪvɪnɪs
Word: redfern   	Gen. IPA: mwvɛɛʒfɪɔ 	Real IPA: ɹɛdfɝn
Word: resisted  	Gen. IPA: fssʊsʊnɹv 	Real IPA: ɹɪzɪstɪd
Word: richart   	Gen. IPA: fdhsvf mv 	Real IPA: ɹɪkhɑɹt
Word: rosenbalm 	Gen. IPA: fŋɡhwθfmɡ 	Real IPA: ɹoʊzənbɑm
Word: ruman     	Gen. IPA: ɹwjɡowmjm 	Real IPA: ɹumən
Word: satires   	Gen. IPA: sɑwswʒjɪɪ 	Real IPA: sætaɪɝz
Word: schlepp   	Gen. IPA: θɡɔjvəæe  	Real IPA: ʃɫɛp
Word: seide     	Gen. IPA: bŋfɔeʒszɪ 	Real IPA: saɪd
Word: sevey     	Gen. IPA: ʒθozswsdv 	Real IPA: sɪveɪ
Word: sicilian  	Gen. IPA: fɑnæt ɔth 	Real IPA: sɪsɪɫiən
Word: sison     	Gen. IPA: dæwɪjdmʊɛ 	Real IPA: sɪsən
Word: sokol     	Gen. IPA: wəjʒɡvɛɔf 	Real IPA: soʊkəɫ
Word: spaugh    	Gen. IPA: nəneɡɑemf 	Real IPA: spɔ
Word: staunton  	Gen. IPA: ɪz ɛæfdvæ 	Real IPA: stɔntən
Word: stocum    	Gen. IPA: həwæzeɹnh 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: ʒfteevɔɔm 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: soɪhmhnɡæ 	Real IPA: tɛsəɫɝ
Word: thriller  	Gen. IPA: ndbfɔwtɛe 	Real IPA: θɹɪɫɝ
Word: tracor    	Gen. IPA: æzfmzɔoɑd 	Real IPA: tɹɛkɝ
Word: tropworld 	Gen. IPA: ɑɛʒjæmθɡs 	Real IPA: tɹɑpwɝɫd
Word: unhinged  	Gen. IPA: oɡdwzæ tɑ 	Real IPA: ənhɪndʒd
Word: utters    	Gen. IPA: ɹss əsɪmɛ 	Real IPA: ətɝz
Word: views     	Gen. IPA: ɛfvbŋv ʊt 	Real IPA: vjuz
Word: voshell   	Gen. IPA: ʊænʒæwɔɡɹ 	Real IPA: vɑʃəɫ
Word: weisfeld  	Gen. IPA: dtŋseɡʊʊə 	Real IPA: waɪsfɛɫd
Word: whining   	Gen. IPA: ɹhvbj ŋɪθ 	Real IPA: waɪnɪŋ
Word: wogoman   	Gen. IPA: jedseʊmæw 	Real IPA: woʊɡoʊmən
Word: wyly      	Gen. IPA: jnjɪʊsbwm 	Real IPA: waɪɫi
Word: zirk      	Gen. IPA: ɪjmɑvɛbθŋ 	Real IPA: zɝk
[42/100] - ptime: 17.81 loss_d: 7.432, loss_g: 27.780
Word: agnew     	Gen. IPA: zjehɪjovθ 	Real IPA: æɡnju
Word: alfaro    	Gen. IPA: dwedʊɹæjʊ 	Real IPA: ɑɫfɑɹoʊ
Word: announced 	Gen. IPA: ɡtɑdʒɹt ʒ 	Real IPA: ənaʊnst
Word: areas     	Gen. IPA: ʊszjdʊjfv 	Real IPA: ɛɹiəz
Word: authier   	Gen. IPA: ɔvŋo wsəʒ 	Real IPA: ɔθiɝ
Word: badges    	Gen. IPA: θɪəhɪvdnh 	Real IPA: bædʒɪz
Word: begelman  	Gen. IPA: hhəʒɔmnmn 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: æŋəjvnɑdʊ 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: f ɑæo bŋɑ 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: ænədmsnθw 	Real IPA: bɑs
Word: branch    	Gen. IPA: ɡŋɛ θɡævv 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: zeejjmmff 	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: hvf ɔvɪɹʒ 	Real IPA: bɝtənz
Word: caraveras 	Gen. IPA: sfɔstʊθɹw 	Real IPA: kɑɹəvɛɹəz
Word: castillon 	Gen. IPA: tʒɛmhmɑɪn 	Real IPA: kæstɪɫɑn
Word: cherts    	Gen. IPA: ŋdɑəɹsmov 	Real IPA: tʃɝts
Word: citrano   	Gen. IPA: wjɡjoʊoʊf 	Real IPA: tʃitɹɑnoʊ
Word: combes    	Gen. IPA: mɹʊ mʊ nɔ 	Real IPA: koʊmz
Word: contest   	Gen. IPA: eʒntɡvɹwj 	Real IPA: kəntɛst
Word: cresap    	Gen. IPA:  θvjvɛʒvŋ 	Real IPA: kɹɛsəp
Word: cupit     	Gen. IPA: ɹsɑ əθ dz 	Real IPA: kjupɪt
Word: deblock   	Gen. IPA: f sæ zmtθ 	Real IPA: dɛbɫək
Word: dicicco   	Gen. IPA: vsɡwŋmɪɹɔ 	Real IPA: dɪsɪkoʊ
Word: discussed 	Gen. IPA: bʊsmnɪjɔs 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA: ɹeθfssɪʒz 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA:  vɛʒtɛwzd 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: dʒʊtvjɛθæ 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA:  fszətɔ ɛ 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: tjvwzbzəθ 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: dnvŋvʒezo 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: jdfjɡɡɹzɪ 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA: ɪæɔtæsjzɪ 	Real IPA: fɹiks
Word: functions 	Gen. IPA: ɹzvbeθæeb 	Real IPA: fəŋkʃənz
Word: gehret    	Gen. IPA: zfŋɡobsŋɛ 	Real IPA: ɡɛɹɪt
Word: gilberg   	Gen. IPA: tŋæmθ fʊɑ 	Real IPA: ɡɪɫbɝɡ
Word: gosnell   	Gen. IPA: jsoʒʒʒʊsɡ 	Real IPA: ɡɑsnəɫ
Word: greever   	Gen. IPA: ɛfdfzɔv ɹ 	Real IPA: ɡɹivɝ
Word: handlers  	Gen. IPA: jnzjɛɔæʊt 	Real IPA: hændəɫɝz
Word: homonym   	Gen. IPA: θzθɔɡfvmʒ 	Real IPA: hɔmənɪm
Word: howry     	Gen. IPA:  ʒsɛvsɹɑb 	Real IPA: haʊɹi
Word: impassion 	Gen. IPA: ɛʊɡæmoŋɑ  	Real IPA: ɪmpæʃən
Word: insilco   	Gen. IPA: ɔdʊssʊɪ ɡ 	Real IPA: ɪnsɪɫkoʊ
Word: jeanniot  	Gen. IPA: z ɛwæbææd 	Real IPA: dʒiniət
Word: jugglers  	Gen. IPA: v ɛɹndhʊ  	Real IPA: dʒəɡəɫɝz
Word: kerman    	Gen. IPA: vəɛetbɡɑj 	Real IPA: kɝmən
Word: kipling   	Gen. IPA: ɛnɹmwoooɔ 	Real IPA: kɪpɫɪŋ
Word: kral      	Gen. IPA: dɹbtɛjoɑb 	Real IPA: kɹæɫ
Word: kyodo     	Gen. IPA: zvθeɔæɪɡʊ 	Real IPA: kjoʊdoʊ
Word: laury     	Gen. IPA: ɛvwmbɪθʊɪ 	Real IPA: ɫɔɹi
Word: lein      	Gen. IPA: jɔtɡmɹoɑʒ 	Real IPA: ɫin
Word: loong     	Gen. IPA:  sθhf ɛhŋ 	Real IPA: ɫʊŋ
Word: mangling  	Gen. IPA: ɔæmʒzwdzn 	Real IPA: mæŋɡɫɪŋ
Word: maxy      	Gen. IPA: ɛθdje wwɪ 	Real IPA: mæksi
Word: mcglothin 	Gen. IPA: ʒŋɪvŋʒfɪw 	Real IPA: məɡɫɑθən
Word: merten    	Gen. IPA: ʊɑæʒədt ɪ 	Real IPA: mɝtən
Word: mild      	Gen. IPA: ɛɛsŋtjʒɡd 	Real IPA: maɪɫd
Word: montanans 	Gen. IPA: wəvɔvhʒŋs 	Real IPA: mɑntænənz
Word: mourner   	Gen. IPA: ŋesjɔhɹjɪ 	Real IPA: mɔɹnɝ
Word: naylor    	Gen. IPA: sʊfɑdswzθ 	Real IPA: neɪɫɝ
Word: nexis     	Gen. IPA: oɛdsθhʒtɔ 	Real IPA: nɛksɪs
Word: ocanas    	Gen. IPA: wvŋɡɛodms 	Real IPA: oʊkænəz
Word: okinawa   	Gen. IPA: zvfʒeɹvef 	Real IPA: oʊkɪnɑwə
Word: overkill  	Gen. IPA: sɔtɛŋɛ sn 	Real IPA: oʊvɝkɪɫ
Word: panties   	Gen. IPA: ʒɹfɛætəw  	Real IPA: pæntiz
Word: pennings  	Gen. IPA: ɪɪwzvjdθʊ 	Real IPA: pɛnɪŋz
Word: pettinger 	Gen. IPA: moɔfhesoʒ 	Real IPA: pɛtɪŋɝ
Word: plock     	Gen. IPA: tʒɡtnoʒoʒ 	Real IPA: pɫɑk
Word: pontiff   	Gen. IPA: ʊdwjnɔɑmɔ 	Real IPA: pɑntɪf
Word: prody     	Gen. IPA: eætθʊŋoəθ 	Real IPA: poʊdi
Word: pythons   	Gen. IPA: θæb nnθ ʒ 	Real IPA: paɪθɑnz
Word: ravinous  	Gen. IPA: jʊʒæehɹfɪ 	Real IPA: ɹeɪvɪnɪs
Word: redfern   	Gen. IPA: mwvɛɛʒfɪ  	Real IPA: ɹɛdfɝn
Word: resisted  	Gen. IPA: fssʊsʊnɹv 	Real IPA: ɹɪzɪstɪd
Word: richart   	Gen. IPA: fdhsvf mv 	Real IPA: ɹɪkhɑɹt
Word: rosenbalm 	Gen. IPA: fŋɡhwθfmɡ 	Real IPA: ɹoʊzənbɑm
Word: ruman     	Gen. IPA: ɹwjɡowmjm 	Real IPA: ɹumən
Word: satires   	Gen. IPA: sɑwswʒjɪɪ 	Real IPA: sætaɪɝz
Word: schlepp   	Gen. IPA: θɡɔjvəæe  	Real IPA: ʃɫɛp
Word: seide     	Gen. IPA: bŋfɔeʒszɪ 	Real IPA: saɪd
Word: sevey     	Gen. IPA: ʒθozswsdv 	Real IPA: sɪveɪ
Word: sicilian  	Gen. IPA: fɑnæt ɔth 	Real IPA: sɪsɪɫiən
Word: sison     	Gen. IPA: dæwɪjdmʊɛ 	Real IPA: sɪsən
Word: sokol     	Gen. IPA: wəjʒɡvsɔf 	Real IPA: soʊkəɫ
Word: spaugh    	Gen. IPA: nəneɡɑemf 	Real IPA: spɔ
Word: staunton  	Gen. IPA: ɪz ɛæfdvæ 	Real IPA: stɔntən
Word: stocum    	Gen. IPA: həwæzeɹnh 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: ʒfjeevɔɔm 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: soɪhmhnɡæ 	Real IPA: tɛsəɫɝ
Word: thriller  	Gen. IPA: ndbfɔwtɛe 	Real IPA: θɹɪɫɝ
Word: tracor    	Gen. IPA: æzfmzɔoɑd 	Real IPA: tɹɛkɝ
Word: tropworld 	Gen. IPA: ɑɛʒjæmθɡs 	Real IPA: tɹɑpwɝɫd
Word: unhinged  	Gen. IPA: oɡdwzæ tɑ 	Real IPA: ənhɪndʒd
Word: utters    	Gen. IPA: ɹss əsɪmɛ 	Real IPA: ətɝz
Word: views     	Gen. IPA: ɛfvbŋv ʊt 	Real IPA: vjuz
Word: voshell   	Gen. IPA: ʊænʒæjɔɡɹ 	Real IPA: vɑʃəɫ
Word: weisfeld  	Gen. IPA: dtŋseɡʊʊə 	Real IPA: waɪsfɛɫd
Word: whining   	Gen. IPA: hhvɔj ŋɪθ 	Real IPA: waɪnɪŋ
Word: wogoman   	Gen. IPA: jetseʊmww 	Real IPA: woʊɡoʊmən
Word: wyly      	Gen. IPA: jnjɪʊsbwm 	Real IPA: waɪɫi
Word: zirk      	Gen. IPA: ɪjmɑvɛbθŋ 	Real IPA: zɝk
[43/100] - ptime: 17.67 loss_d: 10.590, loss_g: 21.237
Word: agnew     	Gen. IPA: zjfhɪjovθ 	Real IPA: æɡnju
Word: alfaro    	Gen. IPA: dwedʊɹæjʊ 	Real IPA: ɑɫfɑɹoʊ
Word: announced 	Gen. IPA: ɡtɑdʒɹt ʒ 	Real IPA: ənaʊnst
Word: areas     	Gen. IPA: ʊszjdʊjfv 	Real IPA: ɛɹiəz
Word: authier   	Gen. IPA: ɔvŋo wsəʒ 	Real IPA: ɔθiɝ
Word: badges    	Gen. IPA: θɪəhɪvdnh 	Real IPA: bædʒɪz
Word: begelman  	Gen. IPA: hhəʒɔmnmn 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: æŋəjvnɑdʊ 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: f ɑæo bŋɑ 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: ænədmsnθw 	Real IPA: bɑs
Word: branch    	Gen. IPA: wŋɛ θɡævv 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: zeejjmmff 	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: hof ɔθɪɹʒ 	Real IPA: bɝtənz
Word: caraveras 	Gen. IPA: sfɔstʊθɹw 	Real IPA: kɑɹəvɛɹəz
Word: castillon 	Gen. IPA: tʒɛmhmɑɪn 	Real IPA: kæstɪɫɑn
Word: cherts    	Gen. IPA: ŋdɑəɹsmov 	Real IPA: tʃɝts
Word: citrano   	Gen. IPA: wjɡjoʊoʊf 	Real IPA: tʃitɹɑnoʊ
Word: combes    	Gen. IPA: mɹʊ mʊʊnɔ 	Real IPA: koʊmz
Word: contest   	Gen. IPA: əʒntɡvɹwj 	Real IPA: kəntɛst
Word: cresap    	Gen. IPA:  θvjvɛʒvŋ 	Real IPA: kɹɛsəp
Word: cupit     	Gen. IPA: ɹɪɑ əθ dz 	Real IPA: kjupɪt
Word: deblock   	Gen. IPA: f sæ zmtθ 	Real IPA: dɛbɫək
Word: dicicco   	Gen. IPA: dsɡwŋmɪɹɔ 	Real IPA: dɪsɪkoʊ
Word: discussed 	Gen. IPA: bʊzmnɪʒɔs 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA: ɹeθfssɪhz 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA:  vɛʒtɛwzd 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: dʒʊtvjɛθæ 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA:  fszətɔ ɛ 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: tjvwzbzəθ 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: dnvŋvʒezo 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: jdfjɡɡɹzɪ 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA: ɪæɔtæsjzɪ 	Real IPA: fɹiks
Word: functions 	Gen. IPA: ɹzvbeθæeb 	Real IPA: fəŋkʃənz
Word: gehret    	Gen. IPA: zfŋɡobsŋɛ 	Real IPA: ɡɛɹɪt
Word: gilberg   	Gen. IPA: tŋæmm fʊɑ 	Real IPA: ɡɪɫbɝɡ
Word: gosnell   	Gen. IPA: jsoʒʒʒʊsɡ 	Real IPA: ɡɑsnəɫ
Word: greever   	Gen. IPA: ɛfdfzɔv ɹ 	Real IPA: ɡɹivɝ
Word: handlers  	Gen. IPA: jnzjɛɔæʊt 	Real IPA: hændəɫɝz
Word: homonym   	Gen. IPA: θzθɔɡfvmʒ 	Real IPA: hɔmənɪm
Word: howry     	Gen. IPA:  ʒsɛvsɹɑb 	Real IPA: haʊɹi
Word: impassion 	Gen. IPA: ɛʊɡæmoŋɑ  	Real IPA: ɪmpæʃən
Word: insilco   	Gen. IPA: ɔdʊssʊɪ ɡ 	Real IPA: ɪnsɪɫkoʊ
Word: jeanniot  	Gen. IPA: z ɛwæbææd 	Real IPA: dʒiniət
Word: jugglers  	Gen. IPA: v ɛɹndhʊz 	Real IPA: dʒəɡəɫɝz
Word: kerman    	Gen. IPA: vəɛetbɡɑæ 	Real IPA: kɝmən
Word: kipling   	Gen. IPA: ɛnɹmwoooɔ 	Real IPA: kɪpɫɪŋ
Word: kral      	Gen. IPA: dɹbtɛjoɑb 	Real IPA: kɹæɫ
Word: kyodo     	Gen. IPA: zvθeɔæɪɡʊ 	Real IPA: kjoʊdoʊ
Word: laury     	Gen. IPA: ɛvwmbwθʊɪ 	Real IPA: ɫɔɹi
Word: lein      	Gen. IPA: jɔtɡmɹoɑʒ 	Real IPA: ɫin
Word: loong     	Gen. IPA:  sθhf ɛhŋ 	Real IPA: ɫʊŋ
Word: mangling  	Gen. IPA: ɔæmʒzwdzn 	Real IPA: mæŋɡɫɪŋ
Word: maxy      	Gen. IPA: ɔθdje wwɪ 	Real IPA: mæksi
Word: mcglothin 	Gen. IPA: ʒŋɪvŋʒfɪw 	Real IPA: məɡɫɑθən
Word: merten    	Gen. IPA: ʊɑæʒədt ɪ 	Real IPA: mɝtən
Word: mild      	Gen. IPA: ɛɛsŋteʒɡd 	Real IPA: maɪɫd
Word: montanans 	Gen. IPA: wəvɔvhʒŋs 	Real IPA: mɑntænənz
Word: mourner   	Gen. IPA: ŋesjɔhɹjɪ 	Real IPA: mɔɹnɝ
Word: naylor    	Gen. IPA: sʊfɑdswzj 	Real IPA: neɪɫɝ
Word: nexis     	Gen. IPA: oɛdsθhʒtɔ 	Real IPA: nɛksɪs
Word: ocanas    	Gen. IPA: wmŋɡɛodms 	Real IPA: oʊkænəz
Word: okinawa   	Gen. IPA: zvfʒeɹvef 	Real IPA: oʊkɪnɑwə
Word: overkill  	Gen. IPA: sɔtɛɔɛ sn 	Real IPA: oʊvɝkɪɫ
Word: panties   	Gen. IPA: ʒɹfɛætəw  	Real IPA: pæntiz
Word: pennings  	Gen. IPA: ɪɪwzvjdθʊ 	Real IPA: pɛnɪŋz
Word: pettinger 	Gen. IPA: moɔfhesoʒ 	Real IPA: pɛtɪŋɝ
Word: plock     	Gen. IPA: tɑɡtnoʒoʒ 	Real IPA: pɫɑk
Word: pontiff   	Gen. IPA: ʊdwjnɔɑmɔ 	Real IPA: pɑntɪf
Word: prody     	Gen. IPA: eætθʊŋoəθ 	Real IPA: poʊdi
Word: pythons   	Gen. IPA: θæe nnθ ʒ 	Real IPA: paɪθɑnz
Word: ravinous  	Gen. IPA: jʊʒæehɹfɪ 	Real IPA: ɹeɪvɪnɪs
Word: redfern   	Gen. IPA: mwvɛɛʒfɪɔ 	Real IPA: ɹɛdfɝn
Word: resisted  	Gen. IPA: fssʊsʊnɹv 	Real IPA: ɹɪzɪstɪd
Word: richart   	Gen. IPA: fdhsvf mv 	Real IPA: ɹɪkhɑɹt
Word: rosenbalm 	Gen. IPA: fŋɡhwθfmɡ 	Real IPA: ɹoʊzənbɑm
Word: ruman     	Gen. IPA: ɹwjɡowmjm 	Real IPA: ɹumən
Word: satires   	Gen. IPA: sɑwswʒjɪɪ 	Real IPA: sætaɪɝz
Word: schlepp   	Gen. IPA: θɡɔjvəæe  	Real IPA: ʃɫɛp
Word: seide     	Gen. IPA: bŋfɔeʒszɪ 	Real IPA: saɪd
Word: sevey     	Gen. IPA: ʒθozswsdv 	Real IPA: sɪveɪ
Word: sicilian  	Gen. IPA: fɑnæt ɔth 	Real IPA: sɪsɪɫiən
Word: sison     	Gen. IPA: dæwɪjdmʊɛ 	Real IPA: sɪsən
Word: sokol     	Gen. IPA: wəjʒɡvsɔf 	Real IPA: soʊkəɫ
Word: spaugh    	Gen. IPA: nəneɡɑemf 	Real IPA: spɔ
Word: staunton  	Gen. IPA: ɪz ɛæfdvæ 	Real IPA: stɔntən
Word: stocum    	Gen. IPA: həwæzeɹnh 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: ʒfteevɔɔm 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: soɪhmhnɡæ 	Real IPA: tɛsəɫɝ
